trade_id,symbol,row,bar_entry,date_entry,bar_exit,date_exit,hold_bars,era,year_entry,exit_reason,pct_mom,mom_raw,pct_mom_exit,price_close,price_open_fill,price_close_exit,dv,dv_pct,beta,half_spread_PUB_bp,half_spread_PB_bp,members_at_entry,pct_rsi,pct_rev_5,pct_rev_21,pct_dist_52w_high,pct_max_ret_21,pct_park_vol_21,pct_amihud_21,pct_cs_spread,pct_trailing_return,pnl_hedged_bp,pnl_unhedged_bp,pnl_market_bp,mfe_bp,mae_bp,bars_to_mfe,bars_to_mae,two_c_PUB_bp,two_c_PB_bp,pnl_net_PUB_bp,pnl_net_PB_bp,status_meta,delist_date
25,SVU,1323,1001,2013-12-24,1054,2014-03-13,54,1,2013,rank,97.285464,0.791972,79.026549,7.03,6.85,6.53,30159583.382555,46.46539,1.318006,55.135912,0.0,28,54.553415,81.873905,90.28021,13.747811,94.658494,93.257443,74.343257,96.234676,30.385289,-737.81946926,-352.03216937,385.78729989,571.645713,-1800.119041,6,29,122.618867,47.898018,-860.43833581,-785.71748742,delisted,2018-12-14
26,TMUS,1384,1001,2013-12-24,1137,2014-07-11,137,1,2013,rank,98.861646,0.994111,79.841549,32.19,31.9,33.5,165249168.857143,87.113402,1.191673,30.234536,0.0,28,94.483363,99.562172,97.460595,92.381786,96.059545,93.957968,21.45359,72.767075,90.980736,-35.15274197,752.58961873,787.7423607,668.945803,-1261.708011,107,85,66.501146,101.233326,-101.653888,-136.3860678,survived,
27,VNDA,1465,1001,2013-12-24,1112,2014-06-05,112,1,2013,rank,99.211909,1.129904,76.725664,11.66,11.78,12.94,18374139.742222,32.621502,3.187721,92.911624,87.009375,28,56.47986,97.110333,23.555166,9.894921,95.008757,99.211909,99.38704,99.562172,99.737303,1858.42841145,2476.4954888,618.06707735,4657.655547,-887.828734,60,101,172.201836,95.585704,1686.22657558,1762.8427074,survived,
28,GME,601,1002,2013-12-26,1035,2014-02-13,34,1,2013,rank,95.350877,0.667408,78.119508,50.36,51.07,35.86,137282278.444444,84.191176,1.171962,36.258534,0.0,28,50.614035,67.631579,56.22807,28.684211,77.105263,84.122807,19.561404,87.45614,12.719298,-3350.00271609,-3203.09564209,146.907074,-134.510324,-3457.754864,1,27,94.080888,1.985703,-3444.08360441,-3351.98841903,survived,
29,ATK,126,1003,2013-12-27,1093,2014-05-08,91,1,2013,ineligible,95.008757,0.655578,96.902655,122.05,122.38,150.03,30424277.111111,47.573529,0.971022,20.717568,31.825711,30,61.7338,30.210158,56.129597,83.450088,43.52014,38.616462,53.677758,40.017513,83.975482,2185.2828036,2256.42151167,71.13870808,2455.531824,-166.113319,88,8,53.806093,64.470759,2131.47671083,2120.81204428,delisted,2015-02-09
30,BIIB,180,1003,2013-12-27,1086,2014-04-29,84,1,2013,rank,95.884413,0.689841,72.623239,277.17,281.81,290.84,320306003.86508,95.808824,1.797677,48.540083,2.671094,30,44.395797,23.555166,10.070053,48.248687,72.591944,80.998249,7.267951,95.359019,91.856392,443.02266498,613.0662334,170.04356842,1971.199975,-298.130172,38,7,127.877339,130.319208,315.14532561,312.70345688,survived,
31,LYV,852,1004,2013-12-30,1173,2014-09-02,170,1,2013,rank,95.534151,0.676024,77.610619,19.82,19.85,22.71,21970451.888889,38.546256,0.942881,30.185295,43.038119,31,89.579685,79.772329,91.330998,91.681261,38.441331,53.677758,66.462347,75.744308,43.345009,668.80661583,1618.55224701,949.74563119,1928.044853,-105.162416,102,2,57.450075,106.102397,611.35654102,562.70421927,survived,
32,GGAL,586,1005,2013-12-31,1013,2014-01-13,9,1,2013,ineligible,95.183888,0.690051,92.031524,10.45,10.41,9.18,6821735.238095,2.71261,1.099046,82.852465,0.0,33,6.742557,0.61296,0.963222,14.098074,95.359019,97.285464,99.737303,99.562172,44.921191,-1203.12120812,-1233.16162576,-30.04041764,11.787381,-1203.121208,1,9,171.973637,77.36133,-1375.09484469,-1280.48253797,survived,
33,SWY,1331,1005,2013-12-31,1040,2014-02-21,36,1,2013,rank,95.008757,0.683496,75.307557,32.57,32.84,36.84,161912137.952381,87.02346,0.788028,34.037255,24.87775,33,10.070053,5.691769,5.341506,28.108581,10.420315,60.858144,18.126095,82.224168,10.770578,978.63696091,1193.77482114,215.13786023,978.636961,-583.998857,36,16,56.811211,42.723731,921.82574953,935.91323023,delisted,2015-02-09
34,YGE,1556,1006,2014-01-02,1011,2014-01-09,6,1,2014,rank,97.993019,0.803813,72.560976,6.28,5.18,6.85,47987997.6,60.630499,2.04613,84.697137,0.0,34,21.204188,99.04014,13.001745,3.403141,97.818499,99.38918,92.408377,99.73822,1.13438,3014.278043,3057.58221613,43.30417312,3600.45532,2187.678961,5,1,183.913658,15.923567,2830.36438457,2998.35447613,delisted,2018-06-29
35,AGN,39,1007,2014-01-03,1091,2014-05-06,85,1,2014,ineligible,95.724258,0.662765,,168.02,167.52,203.19,203417695.746032,90.969163,1.155219,21.913375,0.0,35,79.842932,87.696335,61.867365,90.663176,69.197208,75.30541,9.860384,50.34904,73.734729,1988.40226583,2134.5893993,146.18713347,2774.898163,28.901605,37,1,63.810532,0.595167,1924.591734,1987.80709859,delisted,2020-05-08
36,GIII,591,1009,2014-01-07,1239,2014-12-04,231,1,2014,rank,96.247818,0.647137,66.875,69.52,69.52,96.1,13668942.17619,24.008811,1.44019,33.969252,16.994058,37,66.404887,3.054101,74.95637,49.47644,93.280977,89.441536,75.82897,82.984293,98.516579,2918.77868454,3775.49271408,856.71402953,2950.754057,-925.332394,230,31,64.867511,116.402713,2853.91117311,2802.37597105,survived,
37,USNA,1439,1009,2014-01-07,1010,2014-01-08,2,1,2014,ineligible,97.993019,0.744587,97.299652,73.9,73.36,73.39,6366036.793651,0.51395,1.661821,47.318697,79.643881,37,17.015707,2.530541,15.619546,14.921466,43.542757,87.347295,98.342059,94.328098,66.404887,-49.17269333,4.59741789,53.77011122,35.041051,-49.172693,1,2,97.313153,130.105896,-146.48584664,-179.27858938,survived,
38,ILMN,705,1010,2014-01-08,1276,2015-01-29,267,1,2014,rank,95.905923,0.651601,77.445652,113.97,112.86,200.0,113389309.984879,81.571219,1.581674,24.866126,0.0,38,97.8223,87.020906,96.777003,78.310105,70.993031,83.013937,24.12892,61.759582,93.989547,5792.8745525,6542.428005,749.5534525,5858.952364,87.007686,265,1,97.4134,137.29535,5695.46115242,5655.57920241,survived,
39,EHTH,456,1014,2014-01-14,1151,2014-07-31,138,1,2014,rank,95.884413,0.629275,70.634921,59.44,57.61,20.7,15517411.738095,26.612903,1.412144,51.772492,0.0,36,98.336252,99.912434,98.861646,67.162872,99.38704,99.036778,95.359019,95.534151,99.211909,-9184.71325463,-8717.48374427,467.22951036,652.932316,-9184.713255,3,138,83.79951,1.682369,-9268.51276466,-9186.39562341,collapsed,
40,BCRX,165,1015,2014-01-15,1259,2015-01-05,245,1,2014,rank,99.38704,1.133278,77.486438,10.96,11.85,12.38,6990625.706349,2.415813,2.684825,57.155517,0.0,37,99.912434,99.912434,99.912434,80.998249,96.059545,99.38704,99.211909,96.76007,99.912434,2186.37380665,2719.69654526,533.32273861,2628.961313,-3668.744943,143,79,139.753348,159.180615,2046.62045873,2027.19319203,survived,
