trade_id,symbol,row,bar_entry,date_entry,bar_exit,date_exit,hold_bars,era,year_entry,exit_reason,pct_mom,mom_raw,pct_mom_exit,price_close,price_open_fill,price_close_exit,dv,dv_pct,beta,half_spread_PUB_bp,half_spread_PB_bp,members_at_entry,pct_rsi,pct_rev_5,pct_rev_21,pct_dist_52w_high,pct_max_ret_21,pct_park_vol_21,pct_amihud_21,pct_cs_spread,pct_trailing_return,pnl_hedged_bp,pnl_unhedged_bp,pnl_market_bp,mfe_bp,mae_bp,bars_to_mfe,bars_to_mae,two_c_PUB_bp,two_c_PB_bp,pnl_net_PUB_bp,pnl_net_PB_bp,status_meta,delist_date
437,MMYT,896,1803,2017-03-03,1962,2017-10-18,160,1,2017,rank,95.746528,0.637254,45.338983,31.7,32.0,25.55,11997395.634921,15.444288,0.713572,37.943095,0.0,53,34.982639,53.211806,15.885417,29.774306,94.704861,86.197917,88.956522,84.809028,98.350694,-2376.86027303,-1601.3586395,775.50163353,2284.523794,-2376.860273,42,160,85.727193,3.154574,-2462.58746635,-2380.01484716,survived,
438,NTES,1000,1803,2017-03-03,1936,2017-09-12,134,1,2017,rank,95.572917,0.624874,68.003413,293.47,288.5,271.35,281233627.744287,92.877292,0.146819,56.177509,108.345099,53,69.53125,13.28125,94.53125,53.90625,98.350694,88.107639,12.26087,97.135417,99.045139,-724.97796444,-291.22262155,433.75534288,1489.161354,-929.983414,79,38,69.919809,144.823027,-794.89777323,-869.80099127,survived,
439,SSRM,1299,1806,2017-03-08,1835,2017-04-19,30,1,2017,rank,95.905923,0.617228,78.059441,9.82,9.83,10.36,22005864.215079,33.215797,0.2935,48.346653,39.698279,52,25.522648,1.480836,9.320557,4.442509,90.679443,98.170732,82.839721,94.512195,47.996516,670.7288878,655.06203735,-15.66685046,1579.147397,-7.860016,26,2,96.297316,49.881579,574.43157177,620.84730927,survived,
440,RF,1162,1808,2017-03-10,1954,2017-10-06,147,1,2017,rank,95.359019,0.616593,76.435811,15.13,15.3,15.21,241397729.027144,91.454802,1.538887,18.827448,45.153521,53,67.863398,66.987741,75.394046,70.315236,77.145359,51.401051,15.849387,40.542907,62.259194,-718.11968852,210.31106504,928.43075356,-91.579432,-1674.130465,3,126,44.270879,51.762907,-762.39056778,-769.88259532,survived,
441,RUSHA,1196,1813,2017-03-17,1902,2017-07-25,90,1,2017,ineligible,95.526316,0.630767,93.706897,34.209999,34.09,38.18,8480540.616009,5.0,1.284035,27.755664,16.586589,51,47.807018,18.859649,84.824561,63.245614,74.298246,87.280702,89.385965,67.45614,56.403509,817.9389279,1261.50102239,443.56209449,1067.575576,-624.606299,75,7,75.387839,73.696628,742.55108896,744.24229949,survived,
442,NTRI,1002,1814,2017-03-20,1992,2017-11-30,179,1,2017,rank,95.350877,0.617482,79.745763,53.95,53.85,50.75,11569309.59127,13.591549,0.845588,34.936074,121.548302,52,99.912281,98.859649,99.912281,98.157895,99.561404,91.666667,99.736842,82.719298,99.912281,-973.69335889,58.9296681,1032.62302699,1426.584534,-1543.103871,90,58,74.720966,148.948042,-1048.41432493,-1122.64140111,delisted,2019-03-08
443,NSM,996,1818,2017-03-24,1838,2017-04-24,21,1,2017,rank,95.175439,0.63174,77.574171,14.95,15.03,16.49,8234185.751587,5.407303,1.335152,28.24252,17.700995,51,0.087719,2.54386,1.666667,14.298246,42.192982,76.403509,95.0,71.315789,3.947368,740.27572287,962.73610648,222.46038362,1040.992011,-37.078803,19,1,66.176252,109.295708,674.09947042,630.98001485,delisted,2018-07-31
444,SF,1233,1818,2017-03-24,1856,2017-05-18,39,1,2017,rank,95.701754,0.635446,77.517361,48.26,48.62,44.32,20922917.642851,31.811798,1.736539,23.810545,0.0,51,5.0,0.614035,8.333333,35.175439,74.122807,74.122807,70.614035,57.631579,37.982456,-925.27405339,-850.58851496,74.68553842,174.480473,-925.274053,7,39,42.668552,66.381132,-967.9426058,-991.65518563,survived,
445,BAC,148,1821,2017-03-29,1979,2017-11-10,159,1,2017,rank,95.359019,0.60478,78.125,23.35,23.51,26.51,2300835438.102516,99.788732,1.582652,19.462073,32.884282,51,20.928196,71.015762,35.113835,55.779335,71.541156,64.360771,0.262697,38.966725,62.784588,640.33590395,1418.44617475,778.11027081,1117.052438,-670.838495,153,48,44.959535,37.166937,595.37636879,603.16896695,survived,
446,CVSA,377,1822,2017-03-30,1979,2017-11-10,158,1,2017,rank,96.572935,0.624341,70.185811,35.4,34.5,38.15,22995914.688096,34.339888,1.290159,21.58803,0.0,52,86.02812,88.137083,91.827768,94.112478,67.398946,69.859402,75.659051,50.0,67.750439,578.50947347,1304.57080887,726.0613354,1558.800375,-1235.111663,30,120,59.220759,20.158162,519.28871442,558.35131154,survived,
447,OKS,1029,1827,2017-04-06,1858,2017-05-22,32,1,2017,ineligible,95.183888,0.585966,,54.99,54.7,50.61,51716940.502222,58.77809,1.001629,28.371987,16.176429,51,92.732049,92.556918,54.028021,76.795096,70.84063,57.705779,57.355517,73.467601,64.886165,-763.80411323,-590.09777141,173.70634182,-8.286249,-1193.549364,1,20,50.642127,17.994941,-814.44623978,-781.79905445,delisted,2017-07-03
448,NSP,997,1832,2017-04-13,1846,2017-05-04,15,1,2017,rank,95.175439,0.528102,77.478261,85.3,85.75,85.45,11997097.222222,16.199158,1.182396,31.056158,45.560153,46,54.473684,38.157895,25.701754,75.350877,42.192982,56.929825,81.315789,74.298246,70.789474,-133.59247329,-3.55694374,130.03552955,528.528274,-245.22419,10,14,54.226598,72.285676,-187.81907081,-205.87814907,survived,
449,WDC,1501,1833,2017-04-17,1997,2017-12-07,165,1,2017,rank,96.584939,0.606788,72.596965,84.16,83.58,78.35,327564960.964977,94.592697,1.51728,14.31064,33.965113,47,87.65324,58.581436,95.884413,79.947461,71.891419,84.150613,14.97373,13.047285,95.359019,-1341.37068008,-199.91869627,1141.4519838,948.205214,-1548.600236,61,162,49.558657,35.153326,-1390.92933694,-1376.52400632,survived,
450,ENTG,467,1835,2017-04-19,1906,2017-07-31,72,1,2017,rank,95.026178,0.534662,77.311644,23.1,23.2,26.1,16132662.276587,24.087079,1.472226,51.953037,0.0,48,71.815009,41.448517,49.82548,82.984293,37.609075,76.352531,69.371728,96.771379,88.219895,904.00280267,1317.53130232,413.52849965,1227.070033,-765.011352,36,53,92.299765,22.589981,811.70303742,881.41282137,survived,
451,NTAP,998,1836,2017-04-20,1920,2017-08-18,85,1,2017,rank,95.716783,0.540257,79.195205,40.31,39.93,39.35,123194200.515712,78.441011,0.817866,20.970288,41.079123,48,12.15035,27.884615,19.143357,62.84965,7.255245,43.444056,19.667832,41.870629,45.891608,-52.68967787,16.31498736,69.00466523,863.158475,-679.128286,66,39,51.774673,83.038813,-104.46435059,-135.72849075,survived,
452,PNK,1098,1837,2017-04-21,2211,2018-10-15,375,1,2017,delist,95.375218,0.485922,81.421233,19.95,19.8,32.55,7809460.107778,3.581461,0.837322,51.561824,0.0,49,85.602094,38.307155,93.630017,88.743455,90.488656,78.795812,92.757417,96.247818,97.469459,3821.24561496,5305.9416413,1484.69602634,4162.239424,-827.092521,271,101,67.348344,5.012531,3753.89727135,3816.23308363,delisted,2018-10-15
453,CPA,329,1838,2017-04-24,1967,2017-10-25,130,1,2017,rank,95.367133,0.502084,78.728814,114.72,115.04,126.79,35456958.175873,46.839888,0.886533,22.079203,24.687893,49,71.066434,21.765734,77.70979,86.101399,50.262238,39.073427,57.43007,46.416084,89.597902,635.03139673,1252.22265635,617.19125962,1372.605015,-444.037113,102,20,45.282202,89.84603,589.74919436,545.18536628,survived,
454,WMGI,1519,1840,2017-04-26,1890,2017-07-07,51,1,2017,rank,95.017483,0.503661,78.842832,30.47,30.34,27.02,30652677.762857,42.405063,0.159233,20.449154,0.0,49,39.772727,51.486014,12.674825,68.968531,23.513986,48.863636,48.164336,44.143357,79.982517,-1128.1251812,-1092.08404521,36.04113599,61.917022,-1462.417035,3,32,55.254414,91.485571,-1183.37959549,-1219.61075189,delisted,2020-11-11
455,AVTA,138,1841,2017-04-27,1999,2017-12-11,159,1,2017,rank,99.912587,1.078976,78.800676,18.4,18.15,21.55,6861288.318254,0.632911,0.712724,56.069742,0.0,50,88.199301,79.283217,43.618881,91.520979,36.625874,75.611888,83.129371,97.98951,92.91958,1201.38437426,2066.79128751,865.40691326,3169.701599,154.692225,105,1,121.446851,5.434783,1079.93752353,1195.94959165,delisted,2023-11-27
456,TMUS,1384,1844,2017-05-02,1906,2017-07-31,63,1,2017,rank,95.383275,0.50567,78.681507,66.94,68.56,61.66,283460260.80238,93.169014,0.637774,13.827463,0.0,51,92.595819,86.672474,77.090592,99.216028,41.898955,26.219512,7.752613,14.372822,88.414634,-1222.69950759,-1014.33563514,208.36387245,-14.043573,-1415.620686,21,44,45.367493,1.493875,-1268.06700039,-1224.1933827,survived,
457,BGFV,174,1848,2017-05-08,1892,2017-07-11,45,1,2017,rank,95.043478,0.500809,79.568966,14.55,14.85,11.75,9706031.65873,10.196906,1.697131,67.757681,0.0,50,26.869565,12.26087,32.782609,12.26087,82.869565,99.217391,96.26087,98.869565,36.608696,-2211.51469531,-2140.96362481,70.55107051,-173.86536,-2316.350247,1,44,135.650036,184.368102,-2347.16473157,-2395.88279738,collapsed,2026-08-27
458,ZBRA,1561,1851,2017-05-11,1997,2017-12-07,147,1,2017,rank,96.27383,0.582396,79.848229,99.1,98.28,107.67,30020512.107301,41.139241,1.353397,22.244239,10.651817,49,90.381282,91.421144,81.542461,90.207972,40.641248,56.585789,59.705373,49.82669,85.181976,261.83991676,1119.32823643,857.48831967,1200.049966,-348.60268,121,60,51.759679,11.660899,210.08023772,250.17901753,survived,
459,VEDL,1454,1852,2017-05-12,2016,2018-01-05,165,1,2017,rank,99.740035,0.987785,78.449744,15.01,14.88,21.58,7007522.527302,0.490884,1.469202,6.464043,0.0,50,47.400347,91.074523,20.363951,37.001733,69.410745,41.161179,95.060659,2.339688,14.644714,2690.99126076,3985.32082936,1294.3295686,3188.051617,-602.795706,82,9,19.586211,54.957617,2671.40505022,2636.03364398,survived,2026-08-27
460,MZOR,942,1855,2017-05-17,2114,2018-05-29,260,1,2017,rank,99.739583,1.077058,79.059829,42.85,40.92,58.44,13198642.798889,17.816901,0.450366,92.486983,0.0,47,87.065972,90.364583,99.392361,65.885417,92.274306,99.565972,89.322917,99.739583,99.392361,3297.53079255,4842.62128999,1545.09049744,5655.671938,-2908.435214,206,17,143.19932,2.333722,3154.33147245,3295.19707026,delisted,2018-12-19
461,ARCO,100,1858,2017-05-22,1900,2017-07-21,43,1,2017,rank,96.286701,0.628609,79.604131,8.75,8.85,8.7,7328581.445764,1.474719,1.406081,46.784627,15.017048,47,65.025907,7.16753,87.651123,61.744387,93.350604,91.450777,96.286701,95.250432,94.041451,-398.88117162,-68.30353778,330.57763384,254.28483,-1855.281292,5,30,95.215414,26.445619,-494.0965857,-425.32679035,survived,
462,CYOU,385,1859,2017-05-23,2047,2018-02-21,189,1,2017,rank,95.069204,0.540401,72.952218,39.33,40.09,28.33,9323332.69873,8.918539,-0.16992,59.516192,28.680137,47,99.567474,99.913495,99.394464,89.186851,97.318339,96.453287,92.820069,97.491349,99.221453,-4373.88133197,-3231.78718982,1142.09414215,503.884068,-4875.90908,55,187,97.407109,31.222725,-4471.28844145,-4405.10405713,delisted,2020-04-17
463,EPZM,475,1863,2017-05-30,1866,2017-06-02,4,1,2017,rank,95.060659,0.539786,79.079861,15.05,15.6,14.5,7111936.926984,0.911641,0.692383,71.110972,0.0,47,29.549393,0.433276,5.979203,34.40208,82.409012,98.873484,98.180243,98.873484,35.615251,-816.23445808,-705.70918373,110.52527435,-310.59224,-816.234458,1,4,153.354714,6.644518,-969.58917163,-822.87897635,delisted,2022-09-08
464,BBD,155,1865,2017-06-01,1877,2017-06-19,13,1,2017,rank,95.391304,0.541655,72.750865,8.45,8.56,8.26,131260269.590564,80.352113,1.470038,15.043349,28.415946,48,27.913043,74.521739,7.043478,30.695652,85.478261,80.956522,35.565217,23.565217,22.0,-489.31013323,-321.15596013,168.1541731,-105.630824,-934.216459,5,9,38.295807,40.250266,-527.60593974,-529.56039875,survived,
465,DAN,387,1867,2017-06-05,2093,2018-04-27,227,1,2017,rank,95.225694,0.518794,78.996599,21.8,21.66,24.98,32933835.017619,45.06347,1.883654,18.730914,0.0,48,77.34375,97.65625,85.329861,73.524306,81.684028,66.927083,59.635417,39.84375,94.010417,650.07217405,1826.11948177,1176.04730772,3556.683006,-215.602128,150,15,60.166544,21.655642,589.90563028,628.41653237,survived,
466,FORM,548,1868,2017-06-06,1896,2017-07-17,29,1,2017,rank,97.299652,0.622265,79.015544,14.75,14.35,12.85,7594080.125238,2.746479,1.869638,42.066736,0.0,47,76.219512,52.1777,76.567944,76.393728,78.310105,88.58885,85.97561,92.073171,98.69338,-1263.18195959,-1010.32515652,252.85680307,687.116547,-1828.600839,3,20,108.359211,96.344464,-1371.54117081,-1359.52642328,survived,
467,BBY,158,1870,2017-06-08,1962,2017-10-18,93,1,2017,rank,95.052083,0.493777,76.864407,59.11,59.45,55.46,229413012.327302,90.915493,1.118509,30.356571,0.0,48,85.15625,37.934028,97.829861,71.09375,99.21875,78.732639,14.84375,79.600694,96.267361,-1055.41698185,-346.76818636,708.64879549,562.763117,-1346.573946,57,73,54.080848,63.570027,-1109.49783021,-1118.9870092,survived,
468,RH,1165,1870,2017-06-08,2223,2018-10-31,354,1,2017,rank,95.225694,0.494469,78.780069,49.49,47.5,115.71,95712770.963016,73.450704,1.622232,72.805292,61.802557,48,21.961806,0.260417,2.690972,23.697917,95.225694,94.878472,49.21875,99.21875,39.322917,10980.8141615,12197.06520599,1216.2510445,13116.306385,-219.198946,258,57,156.461175,210.872897,10824.35298609,10769.94126401,survived,
469,APO,91,1871,2017-06-09,2075,2018-04-03,205,1,2017,rank,95.572917,0.507886,78.353141,27.43,28.01,30.14,42261632.256191,52.953586,0.836018,19.439371,12.514618,48,76.128472,79.427083,64.84375,96.961806,69.010417,46.267361,52.34375,45.399306,69.878472,586.16892056,1489.35070239,903.18178183,1813.689568,-699.784175,164,13,45.050043,33.978231,541.11887706,552.19068997,survived,
470,WRLD,1531,1871,2017-06-09,1970,2017-10-30,100,1,2017,ineligible,98.524306,0.727362,94.830508,82.16,83.0,84.78,10190788.815079,12.025316,0.933291,42.689371,0.0,48,91.927083,91.059028,17.100694,60.850694,73.697917,91.40625,85.15625,91.232639,99.739583,-133.00397429,423.85055005,556.85452434,146.976353,-1211.834047,3,7,97.387696,1.217137,-230.39167037,-134.22111159,survived,
471,BLUE,194,1872,2017-06-12,1941,2017-09-19,70,1,2017,rank,97.660312,0.658273,77.881356,109.8,111.7,130.3,72336649.479913,66.877637,1.438198,29.818679,100.823876,49,98.700173,99.913345,99.740035,72.183709,98.526863,98.353553,56.412478,77.902946,98.873484,1591.17720821,1935.42817281,344.2509646,1791.967768,-2306.887887,69,36,87.019872,235.246329,1504.15733598,1355.93087947,delisted,2025-06-02
472,SORL,1281,1876,2017-06-16,1921,2017-08-21,46,1,2017,ineligible,99.740484,1.216219,99.914384,6.98,7.16,5.11,6844796.730276,0.35014,3.489674,134.837965,0.0,50,39.878893,0.951557,99.394464,16.522491,99.740484,99.740484,99.740484,99.913495,99.740484,-2648.60211989,-2735.88906176,-87.28694187,1724.576066,-2703.993916,21,42,229.284863,152.165233,-2877.88698324,-2800.76735288,delisted,2020-05-15
473,AAL,1,1884,2017-06-28,1933,2017-09-07,50,1,2017,rank,95.233969,0.656882,78.547009,49.25,48.82,43.84,285094335.128726,93.496503,1.439704,33.075306,79.897116,47,56.065858,66.117851,42.37435,65.59792,37.348354,61.958406,11.35182,78.249567,92.114385,-1137.06756448,-983.17570411,153.89186037,899.743944,-1187.503709,12,41,44.351452,114.962013,-1181.41901642,-1252.02957775,survived,
474,ANGI,81,1886,2017-06-30,1911,2017-08-07,26,1,2017,ineligible,95.92721,0.608769,93.100511,12.79,12.67,11.92,11309884.690635,13.216783,0.706384,46.774345,139.40833,47,92.634315,56.239168,73.39688,93.500867,89.688042,88.47487,99.393414,90.727903,97.487002,-680.60822531,-543.00041161,137.60781369,164.623142,-1008.513574,3,23,116.503159,147.226938,-797.1113839,-827.8351633,collapsed,
475,SWKS,1327,1888,2017-07-05,1955,2017-10-09,68,1,2017,rank,95.052083,0.549247,79.983108,97.53,95.79,104.74,189629883.164602,88.461538,1.383051,34.736688,0.0,46,3.559028,1.996528,4.253472,33.59375,36.545139,80.46875,20.399306,76.996528,13.628472,478.85514615,994.19686894,515.34172279,1185.028233,166.09483,52,59,55.767246,10.071233,423.08789992,468.78391325,survived,
476,TEX,1354,1892,2017-07-11,2066,2018-03-20,175,1,2017,rank,95.250432,0.539533,79.27242,37.83,37.36,38.83,59310068.372539,62.955182,2.46059,29.955968,0.0,45,77.633851,42.400691,91.623489,87.305699,82.297064,84.887737,55.354059,65.198618,94.732297,-434.71936454,723.40384823,1158.12321276,1836.866505,-549.502035,85,173,75.482174,37.307237,-510.20153862,-472.02660166,survived,
477,EWBC,501,1893,2017-07-12,1979,2017-11-10,87,1,2017,rank,95.258621,0.535604,78.800676,58.26,58.3,56.66,69718457.080158,67.296919,1.519011,19.678653,37.538672,45,66.293103,26.465517,51.637931,82.5,46.293103,54.224138,37.155172,33.362069,82.327586,-573.79600298,-129.38540958,444.4105934,128.915378,-935.767504,76,41,40.85183,53.869902,-614.64783325,-627.66590536,survived,
478,IMGN,707,1896,2017-07-17,2142,2018-07-09,247,1,2017,rank,96.12069,0.54173,76.929674,6.58,6.78,11.09,14682190.930794,21.388499,1.756385,85.409092,0.0,46,58.706897,0.431034,99.741379,32.844828,98.534483,99.741379,95.948276,99.224138,99.568966,5952.53703896,7636.45052586,1683.9134869,7726.696265,-2163.459315,175,77,159.004272,153.303369,5793.53276736,5799.23366963,survived,2026-08-27
479,AGO,40,1898,2017-07-19,1967,2017-10-25,70,1,2017,rank,95.069204,0.475641,73.813559,44.59,44.67,36.05,34542881.951746,46.061885,0.898188,19.193197,52.74684,46,97.66436,85.726644,83.477509,95.588235,46.799308,32.958478,47.66436,32.266436,94.031142,-2380.5985236,-2022.67584461,357.92267899,138.312096,-2380.598524,11,70,40.680784,214.311216,-2421.27930723,-2594.90973911,survived,
480,LUV,845,1901,2017-07-24,1951,2017-10-03,51,1,2017,rank,95.266781,0.491836,78.631757,59.81,60.25,58.51,274571336.498097,93.178622,0.596392,17.487024,18.545564,46,10.240964,10.757315,21.944923,58.605852,25.55938,31.755594,6.110155,27.108434,38.984509,-625.57543758,-202.99229255,422.58314502,-78.928932,-1475.575572,1,31,37.189568,20.217525,-662.76500546,-645.79296239,survived,
481,BB,154,1902,2017-07-25,1907,2017-08-01,6,1,2017,rank,95.266781,0.474716,72.859589,9.975,10.06,9.51,87624456.966828,72.081575,1.744476,39.992489,43.272471,47,32.616179,70.998279,2.667814,34.509466,92.685026,87.693632,45.35284,87.521515,15.748709,-485.9595277,-553.20382807,-67.24430037,-109.814426,-613.583561,1,5,75.004025,127.457938,-560.96355291,-613.41746578,survived,
482,WEN,1507,1905,2017-07-28,1966,2017-10-24,62,1,2017,rank,95.438898,0.453292,79.780034,15.54,15.75,15.18,42631915.140397,53.085554,1.221816,30.223798,22.833375,46,58.777969,53.614458,60.327022,68.072289,13.855422,41.738382,49.655766,72.030981,30.550775,-674.40034397,-252.32320913,422.07713484,164.584555,-847.636552,9,29,71.145404,29.268382,-745.54574839,-703.66872566,survived,
483,RUSHA,1196,1907,2017-08-01,2065,2018-03-19,159,1,2017,rank,95.462329,0.471688,71.150592,42.689999,43.049999,43.119999,6691838.856138,1.893408,1.425646,38.065871,27.482227,45,99.229452,99.229452,97.174658,95.633562,91.523973,85.702055,94.94863,86.729452,96.318493,-506.55317721,433.01796608,939.57114329,2001.428738,-1255.733091,62,142,84.755415,90.197112,-591.30859244,-596.75028912,survived,
484,KERX,769,1909,2017-08-03,1956,2017-10-10,48,1,2017,rank,97.003425,0.570848,79.983108,7.0,7.03,7.67,10798469.475714,13.795518,1.430034,56.567067,58.65297,45,31.763699,13.441781,12.243151,32.962329,76.455479,96.489726,92.208904,96.318493,79.023973,573.01650064,1048.86254462,475.84604397,1118.370075,-760.276482,24,6,138.475696,174.182306,434.54080508,398.83419435,delisted,2018-12-12
485,DB,394,1911,2017-08-07,1935,2017-09-11,25,1,2017,rank,95.819113,0.510359,68.90971,18.23,18.31,16.34,74238505.218413,68.697479,1.114441,7.82124,0.0,45,46.672355,63.566553,24.146758,64.419795,47.525597,13.225256,41.723549,2.986348,72.269625,-1175.68042531,-1104.08472099,71.59570432,-54.065265,-1475.258143,1,21,27.938669,5.485464,-1203.61909399,-1181.16588883,survived,
486,EPZM,475,1913,2017-08-09,1995,2017-12-05,83,1,2017,rank,95.48552,0.46793,75.882353,13.15,13.5,12.35,10956594.579365,13.83427,-0.149352,77.441444,64.337891,45,52.385009,98.040886,14.565588,16.269165,96.848382,99.23339,99.574106,99.23339,15.92845,-1073.20112853,-391.5522526,681.64887593,3792.621113,-1787.686326,38,79,151.255529,75.434252,-1224.45665801,-1148.63538095,delisted,2022-09-08
487,NRG,992,1915,2017-08-11,2150,2018-07-19,236,1,2017,rank,95.641026,0.503268,78.706897,24.67,24.15,32.3,133316339.643493,81.952247,2.080002,51.600066,0.0,46,95.641026,89.65812,97.863248,78.717949,84.017094,87.948718,24.700855,94.273504,99.401709,1295.17824953,3272.91069341,1977.73244388,2468.376942,-934.438456,189,25,83.232421,45.944654,1211.94582902,1249.23359583,survived,
488,FMC,537,1919,2017-08-17,2068,2018-03-22,150,1,2017,rank,95.136519,0.469372,77.749577,82.780001,84.64,77.36,81233044.176393,70.336606,0.630237,24.280385,0.0,47,96.843003,58.617747,95.648464,97.525597,92.576792,34.385666,29.778157,58.105802,93.430034,-1677.94570912,-678.95497947,998.99072965,667.888696,-1677.945709,62,150,55.169942,1.208021,-1733.11565132,-1679.15373038,collapsed,
489,RCL,1153,1921,2017-08-21,2030,2018-01-26,110,1,2017,rank,96.489726,0.496982,71.150592,119.99,119.18,134.98,158943035.023336,85.182584,0.856936,16.824324,0.0,47,87.243151,83.989726,85.873288,86.900685,69.263699,44.092466,12.585616,30.393836,88.441781,-275.26764064,1456.91217294,1732.17981358,243.184527,-1040.773613,56,97,37.766351,7.936129,-313.03399203,-283.2037696,survived,
490,ETFC,489,1922,2017-08-22,1980,2017-11-13,59,1,2017,rank,96.14726,0.500787,77.881356,40.64,39.95,43.6,86354641.082381,72.120787,0.758827,10.897113,51.024207,47,59.332192,51.969178,41.181507,76.969178,6.592466,27.65411,20.804795,9.332192,83.64726,268.63463341,908.48291661,639.8482832,433.218267,-378.190548,32,12,49.177744,53.484837,219.45688962,215.14979606,delisted,2020-10-02
491,BA,147,1925,2017-08-25,2195,2018-09-21,271,1,2017,rank,97.855918,0.560441,78.399312,235.89,239.0,372.23,746309348.793492,98.667602,0.302662,15.75928,4.446792,48,93.2247,63.379074,78.816467,84.133791,67.495712,19.639794,1.114923,26.843911,97.341338,2871.77480385,4973.78375758,2102.00895373,3446.217335,-316.489181,128,8,32.884106,51.749923,2838.89069806,2820.02488122,survived,
492,SQM,1292,1928,2017-08-30,2081,2018-04-11,154,1,2017,rank,95.462329,0.474832,78.220339,46.15,47.0,52.79,31013662.00254,44.796062,1.143724,28.544846,84.961429,49,99.743151,94.434932,96.660959,88.441781,76.284247,80.907534,56.421233,73.202055,98.886986,888.61508725,1970.62731419,1082.01222695,2546.424326,-408.206245,14,128,74.864982,87.128276,813.75010479,801.4868109,survived,
493,NCLH,952,1929,2017-08-31,1970,2017-10-30,42,1,2017,rank,95.291096,0.462128,79.40678,59.46,58.42,54.8,93127760.732698,73.909986,1.247413,17.71185,57.57405,50,82.106164,73.030822,77.482877,71.660959,83.989726,67.722603,29.366438,39.811644,81.078767,-1037.63793422,-570.46924748,467.16868674,118.143547,-1358.301617,1,19,41.421664,124.689188,-1079.05959803,-1162.32712181,survived,
494,SPR,1289,1931,2017-09-05,1990,2017-11-28,60,1,2017,rank,95.291096,0.454568,79.780034,74.43,74.29,83.17,70975375.655873,68.424754,0.278955,14.693663,53.348182,51,99.914384,81.421233,73.030822,96.660959,18.065068,31.078767,24.743151,29.023973,97.517123,573.66033439,1176.30852292,602.64818853,745.34377,-48.271248,46,6,31.535782,54.691726,542.12455198,518.96860845,delisted,2025-12-05
495,JOBS,755,1932,2017-09-06,2182,2018-09-04,251,1,2017,rank,96.666667,0.507941,72.750865,59.86,59.52,78.0,7456166.01127,4.992968,0.496882,52.270391,0.0,52,92.564103,79.230769,90.0,90.17094,86.923077,82.307692,90.854701,95.299145,97.863248,1627.23083143,3570.78545382,1943.55462238,5403.632212,-1092.024921,188,62,115.252244,1.670565,1511.97858708,1625.56026678,delisted,2022-09-08
496,GSM,620,1934,2017-09-08,1979,2017-11-10,46,1,2017,rank,95.641026,0.465757,68.834459,12.96,13.36,15.2,10307578.402063,12.869198,1.286478,42.676977,107.040652,53,49.65812,71.367521,66.239316,63.846154,91.196581,90.34188,95.982906,91.367521,80.42735,1004.22384044,1401.91924053,397.69540009,1652.668542,-568.97775,36,15,92.768976,114.756702,911.45486404,889.46713865,survived,
497,MTW,930,1934,2017-09-08,2031,2018-01-29,98,1,2017,rank,95.128205,0.460815,79.40678,7.99,7.96,42.4,11343531.291619,15.541491,1.4942,39.968265,0.0,53,81.623932,17.692308,72.735043,71.367521,84.017094,87.777778,81.623932,89.145299,99.74359,1748.19288197,3108.74404286,1360.5511609,2089.093935,-400.932259,42,6,92.657128,12.515645,1655.53575397,1735.67723741,survived,
498,AIMCV,46,1936,2017-09-12,1993,2017-12-01,58,1,2017,rank,96.337308,0.474782,78.462838,46.35,46.2,48.1,6516821.533333,1.758087,1.280015,18.785491,0.0,53,71.294719,61.584327,66.354344,83.390119,68.739353,39.778535,93.270869,45.229983,93.781942,-110.57408353,495.44565284,606.01973636,460.837923,-482.58396,27,18,49.661343,40.777961,-160.23542607,-151.35204426,delisted,2018-10-01
499,TEO,1353,1938,2017-09-14,1954,2017-10-06,17,1,2017,ineligible,96.331058,0.506505,96.368243,30.54,30.93,31.83,7498039.84,4.564607,1.099769,48.95197,65.886319,53,45.136519,11.68942,57.935154,71.075085,89.846416,89.846416,97.696246,94.453925,87.798635,-60.646649,295.98299791,356.6296469,-34.996347,-463.899358,2,13,103.016539,96.071749,-163.66318769,-156.71839829,survived,
500,FMI,538,1939,2017-09-15,1946,2017-09-26,8,1,2017,ineligible,97.70017,0.586049,94.491525,39.8,40.2,37.6,7076240.812698,3.019663,1.769111,32.560044,93.35594,54,44.889267,4.51448,54.088586,60.221465,73.168654,86.115843,99.744463,82.879046,79.982964,-755.69366513,-664.10014838,91.59351675,-131.767781,-755.693665,1,8,61.482265,95.868502,-817.17593055,-851.56216751,delisted,2018-08-10
501,AAOI,3,1940,2017-09-18,2021,2018-01-12,82,1,2017,rank,99.91511,1.111462,78.996599,66.29,58.46,35.85,251392174.147143,92.356241,1.965759,59.301959,0.0,56,10.611205,62.733447,2.122241,3.989813,78.862479,95.33107,39.134126,97.028862,0.08489,-5182.56486345,-4137.93075869,1044.63410476,1474.732058,-5182.564863,2,82,90.510032,1.508523,-5273.07489546,-5184.07338661,survived,
502,AMX,78,1940,2017-09-18,1970,2017-10-30,31,1,2017,rank,95.840407,0.488235,77.033898,18.52,18.51,16.98,45175859.043333,56.591865,0.481261,23.34004,25.376727,56,40.152801,39.134126,23.344652,75.297114,11.79966,22.495756,35.398981,62.903226,69.01528,-941.83056965,-727.33791981,214.49264984,72.785803,-941.83057,25,31,51.512795,77.476231,-993.34336465,-1019.30680112,survived,
