bar,date,year,era,members,entries,exits,gross_bp,cost_bp,net_PUB_bp,net_PB_bp,equity_gross_bp,equity_net_PUB_bp,market_bp
2535,2020-01-30,2020,2,58,0,1,-54.82780797,0.7746539,-55.60246187,-55.14685127,-268.446805,-1457.540544,-2.80822935
2536,2020-01-31,2020,2,56,0,2,-62.7659831,0.7746539,-63.540637,-63.0850264,-331.212788,-1521.081181,-190.79275504
2537,2020-02-03,2020,2,55,1,2,14.45407047,0.7746539,13.67941657,14.13502717,-316.758718,-1507.401764,81.52480868
2538,2020-02-04,2020,2,56,1,0,69.32441001,0.7746539,68.5497561,69.0053667,-247.434308,-1438.852008,152.62156147
2539,2020-02-05,2020,2,57,1,0,-100.88768885,0.7746539,-101.66234275,-101.20673215,-348.321996,-1540.514351,135.69491069
2540,2020-02-06,2020,2,57,0,0,8.42224082,0.7746539,7.64758692,8.10319752,-339.899756,-1532.866764,-23.63229329
2541,2020-02-07,2020,2,58,1,0,-16.8330832,0.7746539,-17.6077371,-17.1521265,-356.732839,-1550.474501,-94.86291836
2542,2020-02-10,2020,2,58,2,2,88.43390654,0.7746539,87.65925264,88.11486324,-268.298932,-1462.815248,43.42383762
2543,2020-02-11,2020,2,60,2,0,52.53858964,0.7746539,51.76393574,52.21954634,-215.760343,-1411.051313,73.58281015
2544,2020-02-12,2020,2,60,1,1,55.57632249,0.7746539,54.80166858,55.25727918,-160.18402,-1356.249644,84.11230765
2545,2020-02-13,2020,2,60,0,0,6.45729475,0.7746539,5.68264085,6.13825145,-153.726725,-1350.567003,-2.24845089
2546,2020-02-14,2020,2,60,1,1,-9.19942876,0.7746539,-9.97408266,-9.51847206,-162.926154,-1360.541086,-3.07886934
2547,2020-02-18,2020,2,59,0,1,45.97586735,0.7746539,45.20121345,45.65682405,-116.950287,-1315.339872,-24.11602248
2548,2020-02-19,2020,2,59,0,0,149.06932299,0.7746539,148.29466909,148.75027969,32.119036,-1167.045203,56.61286609
2549,2020-02-20,2020,2,60,1,0,-66.3979863,0.7746539,-67.17264021,-66.71702961,-34.27895,-1234.217844,25.53384862
2550,2020-02-21,2020,2,58,0,2,-29.52321292,0.7746539,-30.29786682,-29.84225622,-63.802163,-1264.51571,-93.63006853
2551,2020-02-24,2020,2,59,1,0,-11.51001142,0.7746539,-12.28466532,-11.82905472,-75.312174,-1276.800376,-312.43784955
2552,2020-02-25,2020,2,59,1,1,-9.54664567,0.7746539,-10.32129957,-9.86568897,-84.85882,-1287.121675,-342.28319114
2553,2020-02-26,2020,2,59,2,2,67.03124767,0.7746539,66.25659376,66.71220436,-17.827572,-1220.865082,-122.7893978
2554,2020-02-27,2020,2,59,1,1,-9.3795754,0.7746539,-10.1542293,-9.6986187,-27.207148,-1231.019311,-396.422748
2555,2020-02-28,2020,2,60,2,1,59.26944429,0.7746539,58.49479039,58.95040099,32.062296,-1172.52452,-90.99705939
2556,2020-03-02,2020,2,58,0,2,33.72246827,0.7746539,32.94781437,33.40342497,65.784765,-1139.576706,301.3236122
2557,2020-03-03,2020,2,57,0,1,39.4376674,0.7746539,38.6630135,39.1186241,105.222432,-1100.913693,-216.32531433
2558,2020-03-04,2020,2,58,1,0,94.46340254,0.7746539,93.68874864,94.14435924,199.685835,-1007.224944,310.76831088
2559,2020-03-05,2020,2,57,0,1,96.31767403,0.7746539,95.54302013,95.99863073,296.003509,-911.681924,-360.46278911
2560,2020-03-06,2020,2,57,0,0,-80.58108151,0.7746539,-81.35573542,-80.90012482,215.422427,-993.037659,-243.11160951
2561,2020-03-09,2020,2,58,2,1,43.77264792,0.7746539,42.99799402,43.45360462,259.195075,-950.039665,-1014.55804768
2562,2020-03-10,2020,2,57,0,1,-29.16741357,0.7746539,-29.94206747,-29.48645687,230.027662,-979.981733,425.54215435
2563,2020-03-11,2020,2,56,0,1,-38.36413018,0.7746539,-39.13878408,-38.68317348,191.663531,-1019.120517,-620.58722749
2564,2020-03-12,2020,2,55,0,1,-62.43806766,0.7746539,-63.21272156,-62.75711096,129.225464,-1082.333238,-1091.9868577
2565,2020-03-13,2020,2,55,1,1,-208.58361393,0.7746539,-209.35826783,-208.90265723,-79.35815,-1291.691506,769.77531095
2566,2020-03-16,2020,2,56,1,0,-181.51305869,0.7746539,-182.28771259,-181.83210199,-260.871209,-1473.979219,-1330.92027547
2567,2020-03-17,2020,2,55,1,2,153.2335532,0.7746539,152.4588993,152.9145099,-107.637656,-1321.520319,410.77940056
2568,2020-03-18,2020,2,55,1,1,-207.36069809,0.7746539,-208.13535199,-207.67974139,-314.998354,-1529.655671,-995.84346869
2569,2020-03-19,2020,2,56,3,2,81.48471678,0.7746539,80.71006288,81.16567348,-233.513637,-1448.945609,528.31905452
2570,2020-03-20,2020,2,56,0,0,-17.26675614,0.7746539,-18.04141004,-17.58579944,-250.780393,-1466.987019,-342.99798448
2571,2020-03-23,2020,2,58,4,2,306.36024542,0.7746539,305.58559151,306.04120211,55.579852,-1161.401427,-248.03962454
2572,2020-03-24,2020,2,55,0,3,200.71357754,0.7746539,199.93892363,200.39453423,256.29343,-961.462503,1103.6636014
2573,2020-03-25,2020,2,55,0,0,68.14340381,0.7746539,67.36874991,67.82436051,324.436834,-894.093754,370.97219411
2574,2020-03-26,2020,2,56,2,1,-76.33989699,0.7746539,-77.1145509,-76.6589403,248.096937,-971.208304,551.67177022
2575,2020-03-27,2020,2,55,0,1,-44.28245771,0.7746539,-45.05711161,-44.60150101,203.814479,-1016.265416,-413.6596958
2576,2020-03-30,2020,2,52,0,3,-50.88997795,0.7746539,-51.66463185,-51.20902125,152.924501,-1067.930048,166.31633206
2577,2020-03-31,2020,2,55,3,0,-90.099987,0.7746539,-90.8746409,-90.4190303,62.824514,-1158.804689,-68.1091648
2578,2020-04-01,2020,2,54,0,1,-31.73749884,0.7746539,-32.51215274,-32.05654214,31.087015,-1191.316842,-603.36829828
2579,2020-04-02,2020,2,54,1,1,-10.74330688,0.7746539,-11.51796078,-11.06235018,20.343708,-1202.834802,105.84250476
2580,2020-04-03,2020,2,52,1,3,55.15596743,0.7746539,54.38131352,54.83692412,75.499676,-1148.453489,-232.9476504
2581,2020-04-06,2020,2,52,0,0,135.71432604,0.7746539,134.93967213,135.39528273,211.214002,-1013.513817,821.50040783
2582,2020-04-07,2020,2,52,1,1,-176.23917261,0.7746539,-177.01382651,-176.55821591,34.974829,-1190.527643,113.9770553
2583,2020-04-08,2020,2,51,1,2,-42.87769091,0.7746539,-43.65234481,-43.19673421,-7.902862,-1234.179988,459.71082929
2584,2020-04-09,2020,2,53,3,1,8.07190076,0.7746539,7.29724686,7.75285746,0.169039,-1226.882741,366.31466405
2585,2020-04-13,2020,2,52,1,2,137.21800263,0.7746539,136.44334873,136.89895933,137.387042,-1090.439392,-232.57388219
2586,2020-04-14,2020,2,50,2,4,155.77849678,0.7746539,155.00384288,155.45945348,293.165538,-935.43555,212.62051996
2587,2020-04-15,2020,2,49,3,4,100.34074447,0.7746539,99.56609057,100.02170117,393.506283,-835.869459,-385.11684772
2588,2020-04-16,2020,2,49,2,2,210.69780872,0.7746539,209.92315482,210.37876542,604.204092,-625.946304,-60.51461297
2589,2020-04-17,2020,2,49,2,2,-228.78203369,0.7746539,-229.55668759,-229.10107699,375.422058,-855.502992,443.63018657
2590,2020-04-20,2020,2,49,6,6,146.39686224,0.7746539,145.62220834,146.07781894,521.81892,-709.880783,-160.97689132
2591,2020-04-21,2020,2,49,2,2,-125.60472664,0.7746539,-126.37938054,-125.92376994,396.214193,-836.260164,-263.50408315
2592,2020-04-22,2020,2,49,1,1,104.99255433,0.7746539,104.21790043,104.67351103,501.206748,-732.042263,166.51358469
2593,2020-04-23,2020,2,49,2,2,-42.69667024,0.7746539,-43.47132414,-43.01571354,458.510078,-775.513588,103.3161862
2594,2020-04-24,2020,2,51,2,0,-14.36721081,0.7746539,-15.14186471,-14.68625411,444.142867,-790.655452,130.46327864
2595,2020-04-27,2020,2,52,1,0,-207.07591945,0.7746539,-207.85057335,-207.39496275,237.066947,-998.506026,356.20294466
2596,2020-04-28,2020,2,53,1,0,-202.6584717,0.7746539,-203.4331256,-202.977515,34.408476,-1201.939151,144.12029148
2597,2020-04-29,2020,2,49,0,4,-326.22231805,0.7746539,-326.99697195,-326.54136135,-291.813842,-1528.936123,447.01815707
2598,2020-04-30,2020,2,48,1,2,39.45017214,0.7746539,38.67551824,39.13112884,-252.36367,-1490.260605,-291.04506288
2599,2020-05-01,2020,2,48,1,1,211.86884023,0.7746539,211.09418633,211.54979693,-40.49483,-1279.166419,-378.01723558
2600,2020-05-04,2020,2,48,0,0,143.65039457,0.7746539,142.87574067,143.33135127,103.155564,-1136.290678,23.92424398
2601,2020-05-05,2020,2,48,0,0,126.82637882,0.7746539,126.05172491,126.50733551,229.981943,-1010.238953,60.24636572
2602,2020-05-06,2020,2,48,1,1,160.38215132,0.7746539,159.60749742,160.06310802,390.364095,-850.631456,-101.06520892
2603,2020-05-07,2020,2,48,0,0,-63.61287746,0.7746539,-64.38753136,-63.93192076,326.751217,-915.018987,183.42968935
2604,2020-05-08,2020,2,49,1,0,-230.49331395,0.7746539,-231.26796786,-230.81235726,96.257903,-1146.286955,329.99753959
2605,2020-05-11,2020,2,49,0,0,265.95044701,0.7746539,265.17579311,265.63140371,362.20835,-881.111162,-113.5849726
2606,2020-05-12,2020,2,49,0,0,110.37058944,0.7746539,109.59593554,110.05154614,472.57894,-771.515226,-290.79458786
2607,2020-05-13,2020,2,49,0,0,215.35169025,0.7746539,214.57703635,215.03264695,687.93063,-556.93819,-333.36319901
2608,2020-05-14,2020,2,51,2,0,-65.63974707,0.7746539,-66.41440097,-65.95879037,622.290883,-623.352591,105.15832065
2609,2020-05-15,2020,2,51,0,0,75.15864754,0.7746539,74.38399364,74.83960424,697.44953,-548.968597,86.3008574
2610,2020-05-18,2020,2,52,1,0,-374.26604038,0.7746539,-375.04069428,-374.58508368,323.18349,-924.009291,605.09294891
2611,2020-05-19,2020,2,53,1,0,102.57852676,0.7746539,101.80387286,102.25948346,425.762017,-822.205419,-138.35671563
2612,2020-05-20,2020,2,54,1,0,-105.50799674,0.7746539,-106.28265064,-105.82704004,320.25402,-928.488069,240.91473136
2613,2020-05-21,2020,2,55,1,0,-135.82250363,0.7746539,-136.59715753,-136.14154693,184.431516,-1065.085227,-5.4513053
2614,2020-05-22,2020,2,57,2,0,20.08763199,0.7746539,19.31297809,19.76858869,204.519148,-1045.772249,-0.36173032
2615,2020-05-26,2020,2,57,1,1,-439.28999277,0.7746539,-440.06464667,-439.60903607,-234.770844,-1485.836895,346.1870441
2616,2020-05-27,2020,2,55,0,2,-288.04872491,0.7746539,-288.82337882,-288.36776822,-522.819569,-1774.660274,267.96039458
2617,2020-05-28,2020,2,57,2,0,107.24749507,0.7746539,106.47284117,106.92845177,-415.572074,-1668.187433,-154.37595693
2618,2020-05-29,2020,2,57,0,0,225.10079525,0.7746539,224.32614134,224.78175194,-190.471279,-1443.861292,-20.627169
2619,2020-06-01,2020,2,58,1,0,-61.43928989,0.7746539,-62.21394379,-61.75833319,-251.910569,-1506.075235,154.92438307
2620,2020-06-02,2020,2,59,1,0,-112.07313964,0.7746539,-112.84779354,-112.39218294,-363.983708,-1618.923029,125.91648858
2621,2020-06-03,2020,2,58,0,1,-324.95560088,0.7746539,-325.73025479,-325.27464419,-688.939309,-1944.653284,277.77009727
2622,2020-06-04,2020,2,58,0,0,-178.11646341,0.7746539,-178.89111732,-178.43550672,-867.055773,-2123.544401,39.00214434
2623,2020-06-05,2020,2,58,0,0,-281.42430644,0.7746539,-282.19896034,-281.74334974,-1148.480079,-2405.743361,354.23869852
2624,2020-06-08,2020,2,58,0,0,-242.28623765,0.7746539,-243.06089155,-242.60528095,-1390.766317,-2648.804253,271.32703304
2625,2020-06-09,2020,2,57,0,1,230.26680346,0.7746539,229.49214956,229.94776016,-1160.499513,-2419.312103,-246.93302664
2626,2020-06-10,2020,2,56,0,1,358.89059956,0.7746539,358.11594566,358.57155626,-801.608914,-2061.196158,-239.7891087
2627,2020-06-11,2020,2,56,0,0,242.09841986,0.7746539,241.32376596,241.77937656,-559.510494,-1819.872392,-732.56205537
2628,2020-06-12,2020,2,56,0,0,-162.23974124,0.7746539,-163.01439514,-162.55878454,-721.750235,-1982.886787,246.70873198
2629,2020-06-15,2020,2,56,1,1,101.60742097,0.7746539,100.83276707,101.28837767,-620.142814,-1882.05402,165.50075536
2630,2020-06-16,2020,2,56,0,0,-137.18879859,0.7746539,-137.96345249,-137.50784189,-757.331613,-2020.017472,197.29274343
2631,2020-06-17,2020,2,56,0,0,189.85610929,0.7746539,189.08145539,189.53706598,-567.475504,-1830.936017,-138.65107661
2632,2020-06-18,2020,2,56,0,0,14.67045587,0.7746539,13.89580197,14.35141257,-552.805048,-1817.040215,-18.48518717
2633,2020-06-19,2020,2,56,0,0,222.80511051,0.7746539,222.03045661,222.48606721,-329.999937,-1595.009758,-80.14960556
2634,2020-06-22,2020,2,55,0,1,160.55264817,0.7746539,159.77799427,160.23360487,-169.447289,-1435.231764,45.85835435
2635,2020-06-23,2020,2,56,1,0,35.69046692,0.7746539,34.91581302,35.37142362,-133.756822,-1400.315951,38.52145677
2636,2020-06-24,2020,2,57,1,0,154.87890697,0.7746539,154.10425307,154.55986367,21.122085,-1246.211698,-351.91452877
2637,2020-06-25,2020,2,59,2,0,5.27970767,0.7746539,4.50505376,4.96066436,26.401793,-1241.706644,131.22006252
2638,2020-06-26,2020,2,58,0,1,98.12944855,0.7746539,97.35479465,97.81040525,124.531241,-1144.35185,-255.95727743
2639,2020-06-29,2020,2,58,0,0,-117.81690264,0.7746539,-118.59155654,-118.13594594,6.714338,-1262.943406,242.98215198
2640,2020-06-30,2020,2,59,1,0,90.14639773,0.7746539,89.37174382,89.82735442,96.860736,-1173.571662,109.57645376
2641,2020-07-01,2020,2,59,0,0,78.77856539,0.7746539,78.00391149,78.45952209,175.639302,-1095.567751,-39.45370928
2642,2020-07-02,2020,2,58,0,1,19.61748848,0.7746539,18.84283457,19.29844517,195.25679,-1076.724916,41.80635845
2643,2020-07-06,2020,2,58,0,0,10.33900233,0.7746539,9.56434843,10.01995903,205.595792,-1067.160568,105.77162504
2644,2020-07-07,2020,2,59,1,0,200.69456961,0.7746539,199.91991571,200.37552631,406.290362,-867.240652,-174.13210335
2645,2020-07-08,2020,2,58,1,2,145.90992721,0.7746539,145.13527331,145.59088391,552.200289,-722.105379,69.19581498
2646,2020-07-09,2020,2,56,0,2,178.24874702,0.7746539,177.47409312,177.92970372,730.449036,-544.631286,-188.06320485
2647,2020-07-10,2020,2,55,0,1,-236.35191803,0.7746539,-237.12657193,-236.67096133,494.097118,-781.757858,167.3175472
2648,2020-07-13,2020,2,55,0,0,-136.25480425,0.7746539,-137.02945816,-136.57384756,357.842314,-918.787316,-115.60290567
2649,2020-07-14,2020,2,57,2,0,106.60924363,0.7746539,105.83458973,106.29020033,464.451558,-812.952726,158.88172004
2650,2020-07-15,2020,2,57,0,0,-160.30944046,0.7746539,-161.08409436,-160.62848376,304.142117,-974.03682,304.79109017
2651,2020-07-16,2020,2,57,1,1,-49.84425209,0.7746539,-50.61890599,-50.16329539,254.297865,-1024.655726,-47.43584368
2652,2020-07-17,2020,2,57,0,0,116.72853737,0.7746539,115.95388347,116.40949407,371.026402,-908.701843,34.95068369
2653,2020-07-20,2020,2,56,1,2,234.01126081,0.7746539,233.23660691,233.69221751,605.037663,-675.465236,-28.93280229
2654,2020-07-21,2020,2,57,2,1,27.42224098,0.7746539,26.64758707,27.10319767,632.459904,-648.817649,154.43996148
2655,2020-07-22,2020,2,56,0,1,-7.69061394,0.7746539,-8.46526784,-8.00965724,624.76929,-657.282917,59.093831
2656,2020-07-23,2020,2,56,0,0,-83.2620166,0.7746539,-84.0366705,-83.5810599,541.507274,-741.319587,-13.58323335
2657,2020-07-24,2020,2,56,1,1,73.84655554,0.7746539,73.07190164,73.52751224,615.353829,-668.247686,-104.70569023
2658,2020-07-27,2020,2,57,1,0,207.04047579,0.7746539,206.26582189,206.72143249,822.394305,-461.981864,81.32755927
2659,2020-07-28,2020,2,57,0,0,-78.97638168,0.7746539,-79.75103558,-79.29542498,743.417923,-541.732899,-72.37130309
2660,2020-07-29,2020,2,57,0,0,-27.49652198,0.7746539,-28.27117588,-27.81556528,715.921401,-570.004075,220.5751583
2661,2020-07-30,2020,2,56,0,1,51.77179877,0.7746539,50.99714487,51.45275547,767.6932,-519.00693,-75.25330233
2662,2020-07-31,2020,2,56,0,0,76.41577231,0.7746539,75.64111841,76.09672901,844.108972,-443.365812,-70.35947915
2663,2020-08-03,2020,2,55,0,1,178.87328444,0.7746539,178.09863054,178.55424114,1022.982257,-265.267181,87.96997264
2664,2020-08-04,2020,2,56,1,0,22.68796179,0.7746539,21.91330789,22.36891849,1045.670219,-243.353874,75.3703925
2665,2020-08-05,2020,2,56,0,0,-15.71160305,0.7746539,-16.48625695,-16.03064635,1029.958616,-259.84013,135.34214263
2666,2020-08-06,2020,2,56,0,0,-72.64291581,0.7746539,-73.41756971,-72.96195911,957.3157,-333.2577,-24.95636641
2667,2020-08-07,2020,2,56,0,0,-151.95462579,0.7746539,-152.72927969,-152.27366909,805.361074,-485.98698,77.49236956
2668,2020-08-10,2020,2,56,0,0,-202.12306886,0.7746539,-202.89772276,-202.44211216,603.238005,-688.884703,99.57139118
2669,2020-08-11,2020,2,58,2,0,-241.48611126,0.7746539,-242.26076516,-241.80515456,361.751894,-931.145468,-22.3851362
2670,2020-08-12,2020,2,57,0,1,115.34409381,0.7746539,114.5694399,115.0250505,477.095988,-816.576028,62.19671485
2671,2020-08-13,2020,2,57,0,0,134.62840041,0.7746539,133.85374651,134.30935711,611.724388,-682.722281,-38.44169961
2672,2020-08-14,2020,2,57,0,0,-51.30258297,0.7746539,-52.07723687,-51.62162627,560.421805,-734.799518,-0.15183964
2673,2020-08-17,2020,2,57,0,0,199.92652315,0.7746539,199.15186924,199.60747984,760.348328,-535.647649,26.74194033
2674,2020-08-18,2020,2,57,0,0,89.74666762,0.7746539,88.97201372,89.42762432,850.094996,-446.675635,-78.39622086
2675,2020-08-19,2020,2,58,1,0,23.3320121,0.7746539,22.5573582,23.0129688,873.427008,-424.118277,-43.74723829
2676,2020-08-20,2020,2,58,0,0,31.33843116,0.7746539,30.56377726,31.01938786,904.765439,-393.5545,-45.76866809
2677,2020-08-21,2020,2,59,1,0,-12.62371503,0.7746539,-13.39836893,-12.94275833,892.141724,-406.952869,-57.87520425
2678,2020-08-24,2020,2,59,0,0,-164.76162117,0.7746539,-165.53627507,-165.08066447,727.380103,-572.489144,153.55901909
2679,2020-08-25,2020,2,59,1,1,14.3984471,0.7746539,13.6237932,14.0794038,741.77855,-558.865351,13.79306325
2680,2020-08-26,2020,2,60,1,0,137.38704217,0.7746539,136.61238827,137.06799887,879.165592,-422.252962,-41.58408666
2681,2020-08-27,2020,2,60,1,1,-214.306633,0.7746539,-215.0812869,-214.6256763,664.858959,-637.334249,49.1113283
2682,2020-08-28,2020,2,60,0,0,12.73777514,0.7746539,11.96312124,12.41873184,677.596734,-625.371128,96.91123359
2683,2020-08-31,2020,2,59,0,1,47.39333467,0.7746539,46.61868077,47.07429137,724.990069,-578.752447,-91.88298414
2684,2020-09-01,2020,2,59,0,0,103.12224858,0.7746539,102.34759467,102.80320527,828.112318,-476.404853,88.32933872
2685,2020-09-02,2020,2,60,1,0,-119.82927083,0.7746539,-120.60392473,-120.14831413,708.283047,-597.008777,106.17977443
2686,2020-09-03,2020,2,59,0,1,-276.17979234,0.7746539,-276.95444624,-276.49883564,432.103254,-873.963224,-274.94789851
2687,2020-09-04,2020,2,60,1,0,-119.73553677,0.7746539,-120.51019068,-120.05458008,312.367718,-994.473414,-39.07761008
2688,2020-09-08,2020,2,59,0,1,-75.48453005,0.7746539,-76.25918395,-75.80357335,236.883188,-1070.732598,-213.21701768
2689,2020-09-09,2020,2,58,0,1,152.49838954,0.7746539,151.72373564,152.17934624,389.381577,-919.008863,131.34263949
2690,2020-09-10,2020,2,58,0,0,130.61221937,0.7746539,129.83756547,130.29317607,519.993797,-789.171297,-136.96641528
2691,2020-09-11,2020,2,58,0,0,-23.9472974,0.7746539,-24.7219513,-24.2663407,496.046499,-813.893248,-6.04909398
2692,2020-09-14,2020,2,59,1,0,62.36740476,0.7746539,61.59275086,62.04836146,558.413904,-752.300498,201.56369901
2693,2020-09-15,2020,2,59,0,0,81.630477,0.7746539,80.8558231,81.3114337,640.044381,-671.444674,10.34812619
2694,2020-09-16,2020,2,59,0,0,-58.52826363,0.7746539,-59.30291753,-58.84730693,581.516117,-730.747592,67.65089917
2695,2020-09-17,2020,2,59,0,0,29.44566908,0.7746539,28.67101517,29.12662577,610.961786,-702.076577,-39.53865881
2696,2020-09-18,2020,2,59,0,0,127.93790645,0.7746539,127.16325255,127.61886315,738.899693,-574.913324,-78.02502599
2697,2020-09-21,2020,2,59,0,0,153.56223459,0.7746539,152.78758069,153.24319129,892.461927,-422.125744,-270.66199734
2698,2020-09-22,2020,2,60,1,0,65.04819281,0.7746539,64.27353891,64.72914951,957.51012,-357.852205,69.71773862
2699,2020-09-23,2020,2,60,0,0,-67.5113554,0.7746539,-68.2860093,-67.8303987,889.998765,-426.138214,-247.78222441
2700,2020-09-24,2020,2,60,0,0,2.41270415,0.7746539,1.63805025,2.09366085,892.411469,-424.500164,-0.4156995
2701,2020-09-25,2020,2,60,0,0,60.60862936,0.7746539,59.83397545,60.28958605,953.020098,-364.666188,133.78888492
2702,2020-09-28,2020,2,59,0,1,22.09216113,0.7746539,21.31750722,21.77311782,975.112259,-343.348681,204.34140041
2703,2020-09-29,2020,2,59,0,0,143.25565696,0.7746539,142.48100306,142.93661366,1118.367916,-200.867678,-54.63260412
2704,2020-09-30,2020,2,59,0,0,55.24503602,0.7746539,54.47038212,54.92599272,1173.612952,-146.397296,46.46377464
2705,2020-10-01,2020,2,59,0,0,156.53319,0.7746539,155.7585361,156.2141467,1330.146142,9.36124,97.86864148
2706,2020-10-02,2020,2,59,0,0,-156.47259529,0.7746539,-157.24724919,-156.79163859,1173.673547,-147.886009,66.30027697
2707,2020-10-05,2020,2,59,0,0,123.03196014,0.7746539,122.25730624,122.71291684,1296.705507,-25.628703,223.05535743
2708,2020-10-06,2020,2,58,0,1,-23.28982522,0.7746539,-24.06447912,-23.60886852,1273.415682,-49.693182,-72.69220824
2709,2020-10-07,2020,2,59,1,0,71.90639182,0.7746539,71.13173792,71.58734852,1345.322074,21.438556,182.65716071
2710,2020-10-08,2020,2,59,0,0,-182.56170776,0.7746539,-183.33636166,-182.88075106,1162.760366,-161.897806,132.46857888
2711,2020-10-09,2020,2,59,0,0,212.55659502,0.7746539,211.78194112,212.23755172,1375.316961,49.884136,45.5223744
2712,2020-10-12,2020,2,59,0,0,-32.65953657,0.7746539,-33.43419047,-32.97857987,1342.657425,16.449945,50.08225074
2713,2020-10-13,2020,2,60,1,0,192.22799341,0.7746539,191.45333951,191.90895011,1534.885418,207.903285,-83.74876115
2714,2020-10-14,2020,2,60,0,0,-37.77994855,0.7746539,-38.55460245,-38.09899185,1497.105469,169.348682,-34.73133634
2715,2020-10-15,2020,2,60,0,0,-10.53306413,0.7746539,-11.30771803,-10.85210743,1486.572405,158.040964,57.83058244
2716,2020-10-16,2020,2,60,0,0,-28.2232526,0.7746539,-28.99790651,-28.54229591,1458.349153,129.043058,-28.52586256
2717,2020-10-19,2020,2,60,0,0,-23.19245139,0.7746539,-23.96710529,-23.51149469,1435.156701,105.075952,-118.86740896
2718,2020-10-20,2020,2,60,0,0,-43.44280672,0.7746539,-44.21746062,-43.76185002,1391.713895,60.858492,42.3215947
2719,2020-10-21,2020,2,60,1,1,-83.97942302,0.7746539,-84.75407692,-84.29846632,1307.734472,-23.895585,-53.38273203
2720,2020-10-22,2020,2,59,0,1,-134.60247612,0.7746539,-135.37713002,-134.92151942,1173.131995,-159.272715,134.67746037
2721,2020-10-23,2020,2,58,0,1,38.79123813,0.7746539,38.01658423,38.47219483,1211.923234,-121.256131,57.96466542
2722,2020-10-26,2020,2,58,0,0,31.29166444,0.7746539,30.51701053,30.97262113,1243.214898,-90.73912,-233.04868353
2723,2020-10-27,2020,2,59,1,0,139.02872845,0.7746539,138.25407455,138.70968515,1382.243626,47.514954,-100.65455735
2724,2020-10-28,2020,2,59,0,0,24.98594442,0.7746539,24.21129052,24.66690112,1407.229571,71.726245,-327.56805544
2725,2020-10-29,2020,2,60,1,0,-62.55274106,0.7746539,-63.32739496,-62.87178436,1344.67683,8.39885,107.50955863
2726,2020-10-30,2020,2,60,0,0,-157.10646934,0.7746539,-157.88112325,-157.42551265,1187.57036,-149.482274,-91.10399844
2727,2020-11-02,2020,2,59,0,1,-65.34943,0.7746539,-66.1240839,-65.6684733,1122.22093,-215.606357,184.40907093
2728,2020-11-03,2020,2,59,0,0,-42.95658035,0.7746539,-43.73123425,-43.27562365,1079.26435,-259.337592,241.52996353
2729,2020-11-04,2020,2,58,0,1,228.30273624,0.7746539,227.52808234,227.98369294,1307.567086,-31.809509,43.65637132
2730,2020-11-05,2020,2,57,0,1,148.54419977,0.7746539,147.76954586,148.22515646,1456.111286,115.960036,265.76333035
2731,2020-11-06,2020,2,57,0,0,101.70337707,0.7746539,100.92872317,101.38433377,1557.814663,216.88876,-63.88855451
2732,2020-11-09,2020,2,58,1,0,-1030.33235156,0.7746539,-1031.10700546,-1030.65139486,527.482312,-814.218246,438.56713367
2733,2020-11-10,2020,2,59,1,0,-148.53057405,0.7746539,-149.30522795,-148.84961735,378.951738,-963.523474,96.76985974
2734,2020-11-11,2020,2,58,0,1,378.64044718,0.7746539,377.86579328,378.32140388,757.592185,-585.657681,-1.47112486
2735,2020-11-12,2020,2,58,0,0,73.24862651,0.7746539,72.47397261,72.92958321,830.840811,-513.183708,-149.90055844
2736,2020-11-13,2020,2,57,0,1,-158.05930732,0.7746539,-158.83396122,-158.37835062,672.781504,-672.017669,224.36768102
2737,2020-11-16,2020,2,57,0,0,-131.12579732,0.7746539,-131.90045122,-131.44484062,541.655707,-803.91812,206.43493184
2738,2020-11-17,2020,2,57,0,0,28.8869529,0.7746539,28.112299,28.5679096,570.54266,-775.805821,26.98788561
2739,2020-11-18,2020,2,56,0,1,11.74667952,0.7746539,10.97202561,11.42763621,582.289339,-764.833796,-97.63219135
2740,2020-11-19,2020,2,56,0,0,101.32321065,0.7746539,100.54855675,101.00416734,683.61255,-664.285239,90.94728276
2741,2020-11-20,2020,2,56,0,0,121.6031549,0.7746539,120.828501,121.2841116,805.215705,-543.456738,-15.50503077
2742,2020-11-23,2020,2,57,1,0,-145.41544688,0.7746539,-146.19010078,-145.73449018,659.800258,-689.646839,182.66726298
2743,2020-11-24,2020,2,57,0,0,-242.28561153,0.7746539,-243.06026543,-242.60465483,417.514646,-932.707104,209.62793791
2744,2020-11-25,2020,2,57,0,0,204.08540289,0.7746539,203.31074899,203.76635959,621.600049,-729.396355,-31.33274782
2745,2020-11-27,2020,2,57,0,0,219.47337542,0.7746539,218.69872152,219.15433212,841.073425,-510.697634,42.85207829
2746,2020-11-30,2020,2,56,0,1,97.37708593,0.7746539,96.60243203,97.05804263,938.45051,-414.095202,-141.58703655
2747,2020-12-01,2020,2,56,0,0,-23.58532707,0.7746539,-24.35998097,-23.90437037,914.865183,-438.455183,101.94480488
2748,2020-12-02,2020,2,58,2,0,-68.81463003,0.7746539,-69.58928394,-69.13367334,846.050553,-508.044467,17.40820263
2749,2020-12-03,2020,2,58,0,0,-9.3654228,0.7746539,-10.14007671,-9.68446611,836.685131,-518.184543,79.53194454
