bar,date,year,era,members,entries,exits,gross_bp,cost_bp,net_PUB_bp,net_PB_bp,equity_gross_bp,equity_net_PUB_bp,market_bp
1427,2015-09-03,2015,1,42,1,0,-11.31548282,0.7746539,-12.09013672,-11.63452612,983.678638,652.901422,28.64962446
1428,2015-09-04,2015,1,43,1,0,75.79321946,0.7746539,75.01856556,75.47417616,1059.471857,727.919987,-121.14429755
1429,2015-09-08,2015,1,43,1,1,51.00229665,0.7746539,50.22764275,50.68325335,1110.474154,778.14763,227.61855571
1430,2015-09-09,2015,1,43,0,0,-8.97920544,0.7746539,-9.75385935,-9.29824875,1101.494949,768.393771,-113.47384327
1431,2015-09-10,2015,1,43,0,0,-31.01359107,0.7746539,-31.78824497,-31.33263437,1070.481357,736.605526,26.15687239
1432,2015-09-11,2015,1,42,0,1,95.48561169,0.7746539,94.71095779,95.16656839,1165.966969,831.316484,13.78139389
1433,2015-09-14,2015,1,44,2,0,4.06309102,0.7746539,3.28843712,3.74404772,1170.03006,834.604921,-37.97499187
1434,2015-09-15,2015,1,44,1,1,-28.13355673,0.7746539,-28.90821063,-28.45260003,1141.896503,805.69671,111.6755164
1435,2015-09-16,2015,1,44,1,1,-69.0304389,0.7746539,-69.8050928,-69.3494822,1072.866065,735.891617,115.76390446
1436,2015-09-17,2015,1,44,0,0,25.39493562,0.7746539,24.62028171,25.07589231,1098.261,760.511899,14.20197957
1437,2015-09-18,2015,1,45,1,0,13.55482127,0.7746539,12.78016736,13.23577796,1111.815821,773.292066,-153.24756364
1438,2015-09-21,2015,1,45,0,0,34.49220435,0.7746539,33.71755045,34.17316105,1146.308026,807.009617,-5.12833458
1439,2015-09-22,2015,1,45,0,0,42.96506438,0.7746539,42.19041048,42.64602108,1189.27309,849.200027,-166.43163684
1440,2015-09-23,2015,1,45,1,1,102.55207836,0.7746539,101.77742446,102.23303506,1291.825169,950.977452,-67.19797505
1441,2015-09-24,2015,1,45,0,0,-50.28168044,0.7746539,-51.05633434,-50.60072375,1241.543488,899.921118,-31.51454693
1442,2015-09-25,2015,1,45,0,0,8.94518069,0.7746539,8.17052679,8.62613739,1250.488669,908.091644,-72.61805054
1443,2015-09-28,2015,1,45,0,0,-69.94042759,0.7746539,-70.71508149,-70.2594709,1180.548241,837.376563,-318.7992403
1444,2015-09-29,2015,1,45,0,0,-47.11233822,0.7746539,-47.88699212,-47.43138152,1133.435903,789.489571,-40.07061186
1445,2015-09-30,2015,1,46,1,0,2.18578834,0.7746539,1.41113444,1.86674504,1135.621691,790.900705,195.57282192
1446,2015-10-01,2015,1,47,1,0,45.8063169,0.7746539,45.031663,45.4872736,1181.428008,835.932368,-3.18925229
1447,2015-10-02,2015,1,47,0,0,-83.95702068,0.7746539,-84.73167458,-84.27606399,1097.470988,751.200694,196.24590226
1448,2015-10-05,2015,1,47,0,0,-91.37105397,0.7746539,-92.14570787,-91.69009728,1006.099934,659.054986,226.14024898
1449,2015-10-06,2015,1,47,0,0,-171.89434483,0.7746539,-172.66899874,-172.21338814,834.205589,486.385987,-22.34289178
1450,2015-10-07,2015,1,46,0,1,-15.94801618,0.7746539,-16.72267009,-16.26705949,818.257573,469.663317,147.85020947
1451,2015-10-08,2015,1,47,1,0,-55.88096831,0.7746539,-56.65562221,-56.20001161,762.376604,413.007695,102.1245644
1452,2015-10-09,2015,1,47,0,0,30.33368631,0.7746539,29.55903241,30.01464301,792.710291,442.566727,9.86906244
1453,2015-10-12,2015,1,47,1,1,165.27409062,0.7746539,164.49943672,164.95504732,957.984381,607.066164,-44.29113304
1454,2015-10-13,2015,1,47,0,0,-74.64715017,0.7746539,-75.42180407,-74.96619347,883.337231,531.64436,-123.04702882
1455,2015-10-14,2015,1,47,0,0,-73.90936957,0.7746539,-74.68402347,-74.22841287,809.427861,456.960336,-33.28136674
1456,2015-10-15,2015,1,48,1,0,101.12091616,0.7746539,100.34626226,100.80187286,910.548778,557.306598,173.36878809
1457,2015-10-16,2015,1,50,2,0,61.53186042,0.7746539,60.75720652,61.21281712,972.080638,618.063805,0.90411668
1458,2015-10-19,2015,1,51,1,0,47.7817609,0.7746539,47.007107,47.4627176,1019.862399,665.070912,-15.7549412
1459,2015-10-20,2015,1,50,0,1,-92.14837214,0.7746539,-92.92302604,-92.46741544,927.714027,572.147886,-3.14568724
1460,2015-10-21,2015,1,51,1,0,11.8136634,0.7746539,11.0390095,11.4946201,939.52769,583.186895,-130.14739137
1461,2015-10-22,2015,1,52,1,0,-175.52130927,0.7746539,-176.29596317,-175.84035258,764.006381,406.890932,75.77414402
1462,2015-10-23,2015,1,53,1,0,40.77651589,0.7746539,40.00186199,40.45747259,804.782897,446.892794,72.57724859
1463,2015-10-26,2015,1,53,0,0,128.91637919,0.7746539,128.14172529,128.59733589,933.699276,575.03452,-42.41491018
1464,2015-10-27,2015,1,52,0,1,26.05512967,0.7746539,25.28047577,25.73608637,959.754406,600.314995,-98.77999819
1465,2015-10-28,2015,1,51,0,1,8.21224547,0.7746539,7.43759157,7.89320217,967.966651,607.752587,213.35457203
1466,2015-10-29,2015,1,51,0,0,-78.93762105,0.7746539,-79.71227495,-79.25666435,889.02903,528.040312,-58.58049335
1467,2015-10-30,2015,1,52,1,0,4.61802003,0.7746539,3.84336613,4.29897673,893.64705,531.883678,-0.45700111
1468,2015-11-02,2015,1,52,1,1,-52.46166057,0.7746539,-53.23631447,-52.78070387,841.18539,478.647364,167.43040148
1469,2015-11-03,2015,1,53,1,0,-106.83066661,0.7746539,-107.60532051,-107.14970991,734.354723,371.042043,52.85025928
1470,2015-11-04,2015,1,54,1,0,-41.75076988,0.7746539,-42.52542379,-42.06981319,692.603953,328.516619,-45.63532204
1471,2015-11-05,2015,1,55,2,1,3.75232172,0.7746539,2.97766782,3.43327842,696.356275,331.494287,-8.16354836
1472,2015-11-06,2015,1,55,0,0,49.86335805,0.7746539,49.08870415,49.54431475,746.219633,380.582991,23.82348493
1473,2015-11-09,2015,1,56,1,0,-23.74052629,0.7746539,-24.5151802,-24.0595696,722.479107,356.067811,-94.92112773
1474,2015-11-10,2015,1,55,0,1,7.01366564,0.7746539,6.23901174,6.69462234,729.492772,362.306823,15.65553881
1475,2015-11-11,2015,1,55,0,0,-48.10616075,0.7746539,-48.88081465,-48.42520405,681.386611,313.426008,-87.14733079
1476,2015-11-12,2015,1,55,0,0,50.03258065,0.7746539,49.25792675,49.71353735,731.419192,362.683935,-163.25248421
1477,2015-11-13,2015,1,53,1,3,20.1448671,0.7746539,19.3702132,19.8258238,751.564059,382.054148,-78.29244146
1478,2015-11-16,2015,1,54,1,0,-41.97420273,0.7746539,-42.74885663,-42.29324603,709.589856,339.305291,132.37086803
1479,2015-11-17,2015,1,54,0,0,30.44022922,0.7746539,29.66557532,30.12118592,740.030086,368.970867,-23.35271906
1480,2015-11-18,2015,1,54,1,1,-1.67781066,0.7746539,-2.45246456,-1.99685396,738.352275,366.518402,158.62061582
1481,2015-11-19,2015,1,53,1,2,-26.7234335,0.7746539,-27.4980874,-27.0424768,711.628841,339.020315,-12.11853
1482,2015-11-20,2015,1,52,0,1,86.25648219,0.7746539,85.48182829,85.93743889,797.885324,424.502143,34.88584841
1483,2015-11-23,2015,1,51,1,2,25.98991293,0.7746539,25.21525903,25.67086963,823.875237,449.717402,15.94511622
1484,2015-11-24,2015,1,53,2,0,-58.73468241,0.7746539,-59.50933632,-59.05372572,765.140554,390.208066,61.94924791
1485,2015-11-25,2015,1,51,0,2,-2.50778677,0.7746539,-3.28244067,-2.82683007,762.632767,386.925625,44.07599374
1486,2015-11-27,2015,1,51,1,1,33.37987944,0.7746539,32.60522553,33.06083613,796.012647,419.530851,-0.39118532
1487,2015-11-30,2015,1,53,3,1,-93.18469628,0.7746539,-93.95935018,-93.50373958,702.827951,325.571501,-25.92917039
1488,2015-12-01,2015,1,53,0,0,33.84354043,0.7746539,33.06888653,33.52449713,736.671491,358.640387,61.92027149
1489,2015-12-02,2015,1,54,1,0,99.48283248,0.7746539,98.70817858,99.16378918,836.154323,457.348566,-107.46037382
1490,2015-12-03,2015,1,54,0,0,-22.63406235,0.7746539,-23.40871626,-22.95310566,813.520261,433.939849,-155.29878798
1491,2015-12-04,2015,1,53,0,1,117.49294174,0.7746539,116.71828784,117.17389844,931.013203,550.658137,92.96576572
1492,2015-12-07,2015,1,52,0,1,68.07098432,0.7746539,67.29633042,67.75194102,999.084187,617.954468,-162.97805517
1493,2015-12-08,2015,1,53,1,0,107.09278842,0.7746539,106.31813452,106.77374512,1106.176976,724.272602,-68.46080523
1494,2015-12-09,2015,1,54,1,0,-66.49423285,0.7746539,-67.26888675,-66.81327615,1039.682743,657.003715,-48.26745745
1495,2015-12-10,2015,1,54,0,0,-26.14461221,0.7746539,-26.91926611,-26.46365551,1013.538131,630.084449,30.83197068
1496,2015-12-11,2015,1,52,0,2,25.80187999,0.7746539,25.02722609,25.48283669,1039.340011,655.111675,-226.18755765
1497,2015-12-14,2015,1,53,1,0,54.84832528,0.7746539,54.07367138,54.52928198,1094.188336,709.185347,-57.92307916
1498,2015-12-15,2015,1,53,1,1,-35.44731541,0.7746539,-36.22196931,-35.76635871,1058.74102,672.963377,142.76335193
1499,2015-12-16,2015,1,52,0,1,-16.23657248,0.7746539,-17.01122638,-16.55561578,1042.504448,655.952151,151.5385405
1500,2015-12-17,2015,1,52,0,0,38.4054907,0.7746539,37.6308368,38.0864474,1080.909939,693.582988,-155.06843726
1501,2015-12-18,2015,1,51,0,1,-50.2918022,0.7746539,-51.0664561,-50.6108455,1030.618136,642.516532,-109.09846309
1502,2015-12-21,2015,1,52,1,0,-37.42608381,0.7746539,-38.20073771,-37.74512711,993.192053,604.315794,83.60690566
1503,2015-12-22,2015,1,52,1,1,-47.86368522,0.7746539,-48.63833912,-48.18272852,945.328367,555.677455,113.72198842
1504,2015-12-23,2015,1,51,0,1,-80.39103778,0.7746539,-81.16569168,-80.71008109,864.93733,474.511763,186.13071223
1505,2015-12-24,2015,1,50,0,1,28.31469846,0.7746539,27.54004456,27.99565515,893.252028,502.051808,1.09339865
1506,2015-12-28,2015,1,51,1,0,57.30715233,0.7746539,56.53249843,56.98810903,950.55918,558.584306,-66.31528798
1507,2015-12-29,2015,1,52,1,0,18.59122006,0.7746539,17.81656616,18.27217676,969.1504,576.400872,85.30669738
1508,2015-12-30,2015,1,52,0,0,18.60772652,0.7746539,17.83307262,18.28868322,987.758127,594.233945,-91.85701852
1509,2015-12-31,2015,1,52,0,0,-23.76689155,0.7746539,-24.54154546,-24.08593486,963.991235,569.6924,-62.5407623
1510,2016-01-04,2016,1,51,0,1,-91.79084825,0.7746539,-92.56550215,-92.10989155,872.200387,477.126897,-140.45579927
1511,2016-01-05,2016,1,51,0,0,45.52382341,0.7746539,44.74916951,45.20478011,917.724211,521.876067,-4.49524072
1512,2016-01-06,2016,1,51,0,0,99.49045345,0.7746539,98.71579955,99.17141015,1017.214664,620.591866,-178.33261493
1513,2016-01-07,2016,1,51,0,0,-0.21584747,0.7746539,-0.99050137,-0.53489077,1016.998817,619.601365,-266.63498317
1514,2016-01-08,2016,1,51,0,0,-46.38689166,0.7746539,-47.16154556,-46.70593496,970.611925,572.43982,-137.26633438
1515,2016-01-11,2016,1,51,0,0,-44.26046885,0.7746539,-45.03512275,-44.57951215,926.351456,527.404697,-88.87981127
1516,2016-01-12,2016,1,50,0,1,83.69053844,0.7746539,82.91588454,83.37149514,1010.041995,610.320581,43.72897651
1517,2016-01-13,2016,1,50,1,1,-17.52882936,0.7746539,-18.30348326,-17.84787266,992.513165,592.017098,-286.27386486
1518,2016-01-14,2016,1,50,0,0,36.58816312,0.7746539,35.81350922,36.26911982,1029.101328,627.830607,142.63803696
1519,2016-01-15,2016,1,50,0,0,48.68030965,0.7746539,47.90565575,48.36126635,1077.781638,675.736263,-208.41455827
1520,2016-01-19,2016,1,49,0,1,24.35537684,0.7746539,23.58072294,24.03633354,1102.137015,699.316986,-108.95119321
1521,2016-01-20,2016,1,49,0,0,98.514467,0.7746539,97.7398131,98.1954237,1200.651482,797.056799,-67.19271809
1522,2016-01-21,2016,1,49,0,0,-92.77784387,0.7746539,-93.55249777,-93.09688717,1107.873638,703.504301,83.29405065
1523,2016-01-22,2016,1,51,2,0,-71.49136003,0.7746539,-72.26601393,-71.81040333,1036.382278,631.238287,252.9725019
1524,2016-01-25,2016,1,50,0,1,81.32091552,0.7746539,80.54626162,81.00187222,1117.703193,711.784549,-214.47945531
1525,2016-01-26,2016,1,49,2,3,-75.60606691,0.7746539,-76.38072081,-75.92511021,1042.097126,635.403828,216.72466394
1526,2016-01-27,2016,1,49,0,0,-38.31398251,0.7746539,-39.08863642,-38.63302582,1003.783144,596.315192,-109.44456327
1527,2016-01-28,2016,1,49,0,0,17.6275971,0.7746539,16.85294319,17.30855379,1021.410741,613.168135,8.32338852
1528,2016-01-29,2016,1,50,2,1,5.80512235,0.7746539,5.03046845,5.48607905,1027.215863,618.198603,303.30331778
1529,2016-02-01,2016,1,50,0,0,-19.646309,0.7746539,-20.4209629,-19.9653523,1007.569554,597.777641,-7.14076216
1530,2016-02-02,2016,1,51,1,0,31.16884314,0.7746539,30.39418924,30.84979984,1038.738398,628.17183,-239.71954972
1531,2016-02-03,2016,1,51,0,0,-119.6697762,0.7746539,-120.4444301,-119.9888195,919.068621,507.7274,75.86450919
1532,2016-02-04,2016,1,51,1,1,-133.26629431,0.7746539,-134.04094821,-133.58533761,785.802327,373.686451,94.55906716
1533,2016-02-05,2016,1,52,1,0,-101.97902775,0.7746539,-102.75368166,-102.29807106,683.823299,270.93277,-235.56049624
1534,2016-02-08,2016,1,51,0,1,48.00232277,0.7746539,47.22766886,47.68327946,731.825622,318.160439,-255.59922048
1535,2016-02-09,2016,1,52,2,1,133.23448634,0.7746539,132.45983244,132.91544304,865.060108,450.620271,-88.24303727
1536,2016-02-10,2016,1,52,0,0,-24.31412519,0.7746539,-25.08877909,-24.63316849,840.745983,425.531492,4.0906321
1537,2016-02-11,2016,1,54,2,0,102.22784801,0.7746539,101.45319411,101.90880471,942.973831,526.984686,-130.05622198
1538,2016-02-12,2016,1,54,0,0,-85.73273518,0.7746539,-86.50738908,-86.05177848,857.241096,440.477297,243.72165473
1539,2016-02-16,2016,1,54,0,0,-19.07259534,0.7746539,-19.84724924,-19.39163864,838.168501,420.630048,247.9337301
1540,2016-02-17,2016,1,53,1,2,-52.03305584,0.7746539,-52.80770974,-52.35209914,786.135445,367.822338,228.14436134
1541,2016-02-18,2016,1,56,3,0,-33.23467602,0.7746539,-34.00932992,-33.55371932,752.900769,333.813008,-41.41604263
1542,2016-02-19,2016,1,56,1,1,101.95244413,0.7746539,101.17779023,101.63340083,854.853213,434.990798,-8.06352008
1543,2016-02-22,2016,1,57,1,0,-41.34934004,0.7746539,-42.12399394,-41.66838334,813.503873,392.866804,169.87510244
1544,2016-02-23,2016,1,58,1,0,83.1044297,0.7746539,82.3297758,82.7853864,896.608303,475.19658,-136.98068559
1545,2016-02-24,2016,1,55,0,3,77.93271521,0.7746539,77.15806131,77.61367191,974.541018,552.354642,77.17993094
1546,2016-02-25,2016,1,55,1,1,-9.70945468,0.7746539,-10.48410858,-10.02849798,964.831563,541.870533,86.37698312
1547,2016-02-26,2016,1,54,0,1,-66.87950687,0.7746539,-67.65416078,-67.19855018,897.952056,474.216372,74.87909308
1548,2016-02-29,2016,1,56,2,0,-51.1760063,0.7746539,-51.95066021,-51.49504961,846.77605,422.265712,-22.86535647
1549,2016-03-01,2016,1,56,2,2,-26.36522298,0.7746539,-27.13987688,-26.68426628,820.410827,395.125835,215.24024157
1550,2016-03-02,2016,1,57,1,0,-90.50754905,0.7746539,-91.28220295,-90.82659235,729.903278,303.843632,130.03340192
1551,2016-03-03,2016,1,56,0,1,-116.68152582,0.7746539,-117.45617972,-117.00056912,613.221752,186.387452,112.04488089
1552,2016-03-04,2016,1,54,2,4,3.0544883,0.7746539,2.2798344,2.735445,616.27624,188.667287,67.07490209
1553,2016-03-07,2016,1,54,1,1,-123.11704916,0.7746539,-123.89170307,-123.43609247,493.159191,64.775584,91.2552006
1554,2016-03-08,2016,1,52,0,2,180.06533396,0.7746539,179.29068006,179.74629066,673.224525,244.066264,-232.90364449
1555,2016-03-09,2016,1,53,3,2,7.46537311,0.7746539,6.69071921,7.14632981,680.689898,250.756983,58.82344712
1556,2016-03-10,2016,1,52,2,3,-6.77820027,0.7746539,-7.55285417,-7.09724357,673.911698,243.204129,-35.15001182
1557,2016-03-11,2016,1,54,2,0,-101.39591427,0.7746539,-102.17056817,-101.71495757,572.515784,141.033561,214.0426963
1558,2016-03-14,2016,1,53,0,1,-12.21871037,0.7746539,-12.99336428,-12.53775368,560.297073,128.040196,-2.69883812
1559,2016-03-15,2016,1,54,1,0,83.02949808,0.7746539,82.25484418,82.71045478,643.326572,210.295041,-132.88061713
1560,2016-03-16,2016,1,53,0,1,-0.10101665,0.7746539,-0.87567056,-0.42005996,643.225555,209.41937,117.87565863
1561,2016-03-17,2016,1,52,0,1,-52.80526835,0.7746539,-53.57992225,-53.12431165,590.420287,155.839448,129.22675221
1562,2016-03-18,2016,1,52,1,1,-39.90800249,0.7746539,-40.68265639,-40.2270458,550.512284,115.156791,56.33913622
1563,2016-03-21,2016,1,52,0,0,10.04192237,0.7746539,9.26726847,9.72287907,560.554206,124.42406,-12.26809611
1564,2016-03-22,2016,1,53,1,0,-14.85154883,0.7746539,-15.62620273,-15.17059213,545.702658,108.797857,7.15631443
1565,2016-03-23,2016,1,54,1,0,95.51844333,0.7746539,94.74378942,95.19940002,641.221101,203.541647,-184.04509689
1566,2016-03-24,2016,1,52,1,3,-1.53666571,0.7746539,-2.31131961,-1.85570901,639.684435,201.230327,11.90249748
1567,2016-03-28,2016,1,53,1,0,30.3666879,0.7746539,29.59203399,30.04764459,670.051123,230.822361,10.06156068
1568,2016-03-29,2016,1,53,0,0,10.75958596,0.7746539,9.98493206,10.44054266,680.810709,240.807293,179.05174555
1569,2016-03-30,2016,1,52,0,1,8.42383279,0.7746539,7.64917889,8.10478949,689.234542,248.456472,40.17175725
1570,2016-03-31,2016,1,54,2,0,-53.26046998,0.7746539,-54.03512388,-53.57951328,635.974072,194.421348,30.42935593
1571,2016-04-01,2016,1,53,0,1,111.15799261,0.7746539,110.38333871,110.83894931,747.132064,304.804687,21.13903025
1572,2016-04-04,2016,1,53,0,0,-4.52808283,0.7746539,-5.30273673,-4.84712613,742.603982,299.50195,-76.18230284
1573,2016-04-05,2016,1,53,0,0,50.31367427,0.7746539,49.53902037,49.99463097,792.917656,349.04097,-99.07449553
1574,2016-04-06,2016,1,54,1,0,-12.29381312,0.7746539,-13.06846702,-12.61285642,780.623843,335.972503,128.34515038
1575,2016-04-07,2016,1,54,0,0,43.2632285,0.7746539,42.4885746,42.9441852,823.887071,378.461078,-126.91704945
1576,2016-04-08,2016,1,56,2,0,-36.84570523,0.7746539,-37.62035913,-37.16474853,787.041366,340.840719,69.33600454
1577,2016-04-11,2016,1,56,0,0,-16.36883621,0.7746539,-17.14349011,-16.68787951,770.67253,323.697229,-7.12194071
1578,2016-04-12,2016,1,56,0,0,-82.02787337,0.7746539,-82.80252728,-82.34691668,688.644657,240.894701,130.0652882
1579,2016-04-13,2016,1,56,0,0,-79.29861472,0.7746539,-80.07326863,-79.61765803,609.346042,160.821433,181.24976469
1580,2016-04-14,2016,1,55,0,1,-36.99791181,0.7746539,-37.77256572,-37.31695512,572.34813,123.048867,-28.57282112
1581,2016-04-15,2016,1,53,0,2,32.8279285,0.7746539,32.05327459,32.50888519,605.176058,155.102142,9.65324614
1582,2016-04-18,2016,1,54,1,0,6.00503827,0.7746539,5.23038436,5.68599496,611.181097,160.332526,47.32313317
1583,2016-04-19,2016,1,53,0,1,-44.94716057,0.7746539,-45.72181447,-45.26620387,566.233936,114.610712,65.80092012
1584,2016-04-20,2016,1,53,0,0,-66.84926859,0.7746539,-67.62392249,-67.16831189,499.384668,46.986789,20.75513118
1585,2016-04-21,2016,1,53,0,0,-66.06222135,0.7746539,-66.83687525,-66.38126465,433.322446,-19.850086,-47.52163397
1586,2016-04-22,2016,1,53,0,0,-24.78430536,0.7746539,-25.55895926,-25.10334866,408.538141,-45.409045,72.6152483
1587,2016-04-25,2016,1,52,0,1,53.48486801,0.7746539,52.71021411,53.16582471,462.023009,7.301169,-67.86009743
1588,2016-04-26,2016,1,52,0,0,-27.63762884,0.7746539,-28.41228274,-27.95667214,434.38538,-21.111114,78.29432397
1589,2016-04-27,2016,1,52,0,0,-55.74128151,0.7746539,-56.51593541,-56.06032481,378.644099,-77.627049,55.76357416
1590,2016-04-28,2016,1,52,0,0,83.70377061,0.7746539,82.9291167,83.3847273,462.347869,5.302067,-113.45086488
1591,2016-04-29,2016,1,53,1,0,33.31403143,0.7746539,32.53937753,32.99498813,495.661901,37.841445,-58.399472
1592,2016-05-02,2016,1,51,0,2,73.78247294,0.7746539,73.00781904,73.46342964,569.444374,110.849264,60.12657012
1593,2016-05-03,2016,1,53,2,0,69.89487701,0.7746539,69.12022311,69.57583371,639.339251,179.969487,-151.43425646
1594,2016-05-04,2016,1,53,0,0,20.78873165,0.7746539,20.01407775,20.46968835,660.127982,199.983565,-63.31279473
1595,2016-05-05,2016,1,53,0,0,36.25680793,0.7746539,35.48215403,35.93776463,696.38479,235.465719,-25.49189454
1596,2016-05-06,2016,1,53,0,0,62.10541084,0.7746539,61.33075694,61.78636754,758.490201,296.796476,35.61387326
1597,2016-05-09,2016,1,54,1,0,59.7914176,0.7746539,59.0167637,59.4723743,818.281619,355.813239,-26.06932573
1598,2016-05-10,2016,1,54,0,0,-61.3437065,0.7746539,-62.1183604,-61.6627498,756.937912,293.694879,118.163682
1599,2016-05-11,2016,1,54,1,1,28.42864625,0.7746539,27.65399234,28.10960294,785.366558,321.348871,-88.46860975
1600,2016-05-12,2016,1,55,2,1,60.65224936,0.7746539,59.87759545,60.33320605,846.018808,381.226467,-39.55613415
1601,2016-05-13,2016,1,56,1,0,18.65737965,0.7746539,17.88272575,18.33833635,864.676187,399.109192,-76.39269298
1602,2016-05-16,2016,1,56,1,1,-16.78945493,0.7746539,-17.56410883,-17.10849823,847.886732,381.545084,122.2047861
1603,2016-05-17,2016,1,56,0,0,-116.78897668,0.7746539,-117.56363058,-117.10801998,731.097756,263.981453,-76.30478681
1604,2016-05-18,2016,1,56,0,0,0.79548634,0.7746539,0.02083244,0.47644304,731.893242,264.002286,-24.80891298
1605,2016-05-19,2016,1,57,1,0,4.86834322,0.7746539,4.09368932,4.54929992,736.761585,268.095975,-46.25027325
1606,2016-05-20,2016,1,57,0,0,-26.27657057,0.7746539,-27.05122447,-26.59561387,710.485015,241.04475,127.28974998
1607,2016-05-23,2016,1,58,1,0,-18.99528882,0.7746539,-19.76994272,-19.31433212,691.489726,221.274808,-6.53355249
1608,2016-05-24,2016,1,57,0,1,-19.3363755,0.7746539,-20.11102941,-19.65541881,672.15335,201.163778,141.67625582
1609,2016-05-25,2016,1,57,0,0,-91.28504213,0.7746539,-92.05969603,-91.60408543,580.868308,109.104082,92.984568
1610,2016-05-26,2016,1,59,2,0,2.29815661,0.7746539,1.5235027,1.9791133,583.166465,110.627585,-8.75994254
1611,2016-05-27,2016,1,59,1,1,-41.59104516,0.7746539,-42.36569906,-41.91008846,541.57542,68.261886,55.46728652
1612,2016-05-31,2016,1,60,1,0,27.66206986,0.7746539,26.88741596,27.34302656,569.23749,95.149302,29.70337375
1613,2016-06-01,2016,1,58,0,2,4.72672329,0.7746539,3.95206939,4.40767999,573.964213,99.101371,39.47389405
1614,2016-06-02,2016,1,58,1,1,-20.05817767,0.7746539,-20.83283158,-20.37722098,553.906035,78.26854,68.19818396
1615,2016-06-03,2016,1,58,0,0,95.56652057,0.7746539,94.79186667,95.24747727,649.472556,173.060406,-30.90448138
1616,2016-06-06,2016,1,59,2,1,-73.28353752,0.7746539,-74.05819142,-73.60258082,576.189018,99.002215,94.16757421
1617,2016-06-07,2016,1,58,0,1,22.61351689,0.7746539,21.83886299,22.29447359,598.802535,120.841078,35.60274453
1618,2016-06-08,2016,1,57,0,1,61.64038066,0.7746539,60.86572676,61.32133736,660.442916,181.706805,51.27606335
1619,2016-06-09,2016,1,56,0,1,79.92424748,0.7746539,79.14959358,79.60520418,740.367163,260.856398,-60.50977493
1620,2016-06-10,2016,1,56,0,0,51.99829027,0.7746539,51.22363637,51.67924697,792.365454,312.080035,-168.4773731
1621,2016-06-13,2016,1,56,0,0,13.3159778,0.7746539,12.54132389,12.99693449,805.681431,324.621358,-104.00609743
1622,2016-06-14,2016,1,55,0,1,22.54803125,0.7746539,21.77337735,22.22898795,828.229463,346.394736,-49.45226018
1623,2016-06-15,2016,1,55,0,0,-19.74179981,0.7746539,-20.51645371,-20.06084311,808.487663,325.878282,26.86829547
1624,2016-06-16,2016,1,55,0,0,1.59911622,0.7746539,0.82446232,1.28007292,810.086779,326.702744,-23.09638253
1625,2016-06-17,2016,1,55,1,1,-43.8391103,0.7746539,-44.6137642,-44.1581536,766.247669,282.08898,14.08038468
1626,2016-06-20,2016,1,56,2,1,-12.16954878,0.7746539,-12.94420268,-12.48859208,754.07812,269.144778,118.27110376
1627,2016-06-21,2016,1,58,2,0,-5.08753702,0.7746539,-5.86219092,-5.40658032,748.990583,263.282587,-10.45581723
1628,2016-06-22,2016,1,59,1,0,-16.4531476,0.7746539,-17.2278015,-16.7721909,732.537435,246.054785,-27.77203835
1629,2016-06-23,2016,1,60,1,0,-91.32173002,0.7746539,-92.09638393,-91.64077333,641.215705,153.958401,175.51470006
1630,2016-06-24,2016,1,60,0,0,191.1772777,0.7746539,190.4026238,190.8582344,832.392983,344.361025,-405.89132662
1631,2016-06-27,2016,1,60,1,1,155.7934565,0.7746539,155.0188026,155.4744132,988.186439,499.379828,-315.17440639
1632,2016-06-28,2016,1,60,0,0,-29.87616623,0.7746539,-30.65082013,-30.19520953,958.310273,468.729007,210.51555781
1633,2016-06-29,2016,1,59,0,1,-80.23553921,0.7746539,-81.01019311,-80.55458251,878.074734,387.718814,210.51692344
1634,2016-06-30,2016,1,60,1,0,27.26192017,0.7746539,26.48726627,26.94287687,905.336654,414.206081,154.77542784
1635,2016-07-01,2016,1,60,1,1,7.53787051,0.7746539,6.7632166,7.2188272,912.874525,420.969297,62.85120018
1636,2016-07-05,2016,1,60,1,1,145.18688887,0.7746539,144.41223496,144.86784556,1058.061414,565.381532,-145.34883542
1637,2016-07-06,2016,1,59,0,1,33.55196864,0.7746539,32.77731474,33.23292534,1091.613382,598.158847,64.40622207
1638,2016-07-07,2016,1,60,2,1,-63.79569847,0.7746539,-64.57035237,-64.11474177,1027.817684,533.588495,15.79210278
1639,2016-07-08,2016,1,60,1,1,-32.34278242,0.7746539,-33.11743632,-32.66182573,995.474901,500.471058,207.45197055
1640,2016-07-11,2016,1,61,1,0,-7.57858765,0.7746539,-8.35324155,-7.89763095,987.896314,492.117817,78.76585764
1641,2016-07-12,2016,1,60,0,1,-113.99976475,0.7746539,-114.77441865,-114.31880805,873.896549,377.343398,140.07328142
1642,2016-07-13,2016,1,60,0,0,49.60158756,0.7746539,48.82693366,49.28254426,923.498136,426.170332,-35.30031853
1643,2016-07-14,2016,1,59,0,1,-26.39234921,0.7746539,-27.16700311,-26.71139251,897.105787,399.003329,31.27451207
1644,2016-07-15,2016,1,58,0,1,-9.11691924,0.7746539,-9.89157314,-9.43596254,887.988868,389.111755,-0.78273339
1645,2016-07-18,2016,1,58,0,0,-33.94540044,0.7746539,-34.72005434,-34.26444374,854.043468,354.391701,40.86764349
1646,2016-07-19,2016,1,58,0,0,16.76592147,0.7746539,15.99126757,16.44687817,870.809389,370.382969,-56.46586327
