currency,area,period,rate_pct,filled
CHF,CHE,2006-09,1.643369,False
CHF,CHE,2006-10,1.74738,False
CHF,CHE,2006-11,1.805962,False
CHF,CHE,2006-12,1.908408,False
CHF,CHE,2007-01,2.050469,False
CHF,CHE,2007-02,2.111321,False
CHF,CHE,2007-03,2.159875,False
CHF,CHE,2007-04,2.223867,False
CHF,CHE,2007-05,2.316838,False
CHF,CHE,2007-06,2.443718,False
CHF,CHE,2007-07,2.611727,False
CHF,CHE,2007-08,2.606721,False
CHF,CHE,2007-09,2.493454,False
CHF,CHE,2007-10,2.456701,False
CHF,CHE,2007-11,2.295043,False
CHF,CHE,2007-12,2.344316,False
CHF,CHE,2008-01,2.287503,False
CHF,CHE,2008-02,2.417457,False
CHF,CHE,2008-03,2.288129,False
CHF,CHE,2008-04,2.181226,False
CHF,CHE,2008-05,2.042816,False
CHF,CHE,2008-06,2.143727,False
CHF,CHE,2008-07,2.206896,False
CHF,CHE,2008-08,2.183386,False
CHF,CHE,2008-09,2.124653,False
CHF,CHE,2008-10,1.410791,False
CHF,CHE,2008-11,0.7003179,False
CHF,CHE,2008-12,0.1075305,False
CHF,CHE,2009-01,0.0938757,False
CHF,CHE,2009-02,0.1100029,False
CHF,CHE,2009-03,0.113013,False
CHF,CHE,2009-04,0.09024618,False
CHF,CHE,2009-05,0.09127806,False
CHF,CHE,2009-06,0.08713052,False
CHF,CHE,2009-07,0.07178456,False
CHF,CHE,2009-08,0.07383681,False
CHF,CHE,2009-09,0.07340038,False
CHF,CHE,2009-10,0.08500333,False
CHF,CHE,2009-11,0.1185358,False
CHF,CHE,2009-12,0.1156199,False
CHF,CHE,2010-01,0.0903594,False
CHF,CHE,2010-02,0.09874325,False
CHF,CHE,2010-03,0.09577773,False
CHF,CHE,2010-04,0.0879435,False
CHF,CHE,2010-05,0.08190975,False
CHF,CHE,2010-06,0.1177408,False
CHF,CHE,2010-07,0.1828512,False
CHF,CHE,2010-08,0.2065693,False
CHF,CHE,2010-09,0.2138121,False
CHF,CHE,2010-10,0.2479178,False
CHF,CHE,2010-11,0.186001,False
CHF,CHE,2010-12,0.1913681,False
CHF,CHE,2011-01,0.1508102,False
CHF,CHE,2011-02,0.1395427,False
CHF,CHE,2011-03,0.1551242,False
CHF,CHE,2011-04,0.1394541,False
CHF,CHE,2011-05,0.1194499,False
CHF,CHE,2011-06,0.1020596,False
CHF,CHE,2011-07,0.09095547,False
CHF,CHE,2011-08,-0.0675968,False
CHF,CHE,2011-09,-0.06107027,False
CHF,CHE,2011-10,-0.0933599,False
CHF,CHE,2011-11,-0.0653187,False
CHF,CHE,2011-12,0.08,False
CHF,CHE,2012-01,0.04029329,False
CHF,CHE,2012-02,0.0178765,False
CHF,CHE,2012-03,0.05129925,False
CHF,CHE,2012-04,0.01369883,False
CHF,CHE,2012-05,-0.01549806,False
CHF,CHE,2012-06,-0.05731106,False
CHF,CHE,2012-07,-0.1733951,False
CHF,CHE,2012-08,-0.2072307,False
CHF,CHE,2012-09,-0.1506581,False
CHF,CHE,2012-10,-0.06339775,False
CHF,CHE,2012-11,-0.1449874,False
CHF,CHE,2012-12,-0.051343,False
CHF,CHE,2013-01,-0.1080856,False
CHF,CHE,2013-02,-0.06342386,False
CHF,CHE,2013-03,-0.05964074,False
CHF,CHE,2013-04,-0.06472533,False
CHF,CHE,2013-05,-0.05881175,False
CHF,CHE,2013-06,-0.0602111,False
CHF,CHE,2013-07,-0.05580582,False
CHF,CHE,2013-08,-0.06065045,False
CHF,CHE,2013-09,-0.05110732,False
CHF,CHE,2013-10,0.0159292,False
CHF,CHE,2013-11,-0.01695406,False
CHF,CHE,2013-12,0.01743492,False
CHF,CHE,2014-01,-0.0433244,False
CHF,CHE,2014-02,-0.04796675,False
CHF,CHE,2014-03,-0.04000586,False
CHF,CHE,2014-04,-0.0292094,False
CHF,CHE,2014-05,-0.03160255,False
CHF,CHE,2014-06,-0.012441,False
CHF,CHE,2014-07,0.03333334,False
CHF,CHE,2014-08,0.038,False
CHF,CHE,2014-09,0.025,False
CHF,CHE,2014-10,0.04,False
CHF,CHE,2014-11,0.04142857,False
CHF,CHE,2014-12,0.04023438,False
CHF,CHE,2015-01,-0.4166667,False
CHF,CHE,2015-02,-0.675,False
CHF,CHE,2015-03,-0.7888426,False
CHF,CHE,2015-04,-0.6854166,False
CHF,CHE,2015-05,-0.8154168,False
CHF,CHE,2015-06,-0.7675759,False
CHF,CHE,2015-07,-0.7443055,False
CHF,CHE,2015-08,-0.78125,False
CHF,CHE,2015-09,-0.7561762,False
CHF,CHE,2015-10,-0.845,False
CHF,CHE,2015-11,-0.680833,False
CHF,CHE,2015-12,-0.7402138,False
CHF,CHE,2016-01,-0.745873,False
CHF,CHE,2016-02,-0.8886364,False
CHF,CHE,2016-03,-0.774167,False
CHF,CHE,2016-04,-0.746875,False
CHF,CHE,2016-05,-0.765375,False
CHF,CHE,2016-06,-0.718645,False
CHF,CHE,2016-07,-0.77,False
CHF,CHE,2016-08,-0.75,False
CHF,CHE,2016-09,-0.75,False
CHF,CHE,2016-10,-0.75,False
CHF,CHE,2016-11,-0.76,False
CHF,CHE,2016-12,-0.8,False
CHF,CHE,2017-01,-0.93,False
CHF,CHE,2017-02,-0.8037782,False
CHF,CHE,2017-03,-0.815,False
CHF,CHE,2017-04,-0.7901191,False
CHF,CHE,2017-05,-0.8977082,False
CHF,CHE,2017-06,-0.775,False
CHF,CHE,2017-07,-0.8058333,False
CHF,CHE,2017-08,-0.815,False
CHF,CHE,2017-09,-0.84525,False
CHF,CHE,2017-10,-0.9251852,False
CHF,CHE,2017-11,-0.9066421,False
CHF,CHE,2017-12,-0.8643056,False
CHF,CHE,2018-01,-0.8715475,False
CHF,CHE,2018-02,-0.8715625,False
CHF,CHE,2018-03,-0.7952408,False
CHF,CHE,2018-04,-0.8002352,False
CHF,CHE,2018-05,-0.7861775,False
CHF,CHE,2018-06,-0.7904772,False
CHF,CHE,2018-07,-0.7804359,False
CHF,CHE,2018-08,-0.7772809,False
CHF,CHE,2018-09,-0.7802839,False
CHF,CHE,2018-10,-0.8310764,False
CHF,CHE,2018-11,-0.815,False
CHF,CHE,2018-12,-0.776,False
CHF,CHE,2019-01,-0.8135036,False
CHF,CHE,2019-02,-0.7686176,False
CHF,CHE,2019-03,-0.7565752,False
CHF,CHE,2019-04,-0.7475,False
CHF,CHE,2019-05,-0.7752625,False
CHF,CHE,2019-06,-0.780555,False
CHF,CHE,2019-07,-0.84,False
CHF,CHE,2019-08,-0.8075,False
CHF,CHE,2019-09,-0.79125,False
CHF,CHE,2019-10,-0.7565909,False
CHF,CHE,2019-11,-0.7056434,False
CHF,CHE,2019-12,-0.7366667,False
CHF,CHE,2020-01,-0.74875,False
CHF,CHE,2020-02,-0.7164475,False
CHF,CHE,2020-03,-0.675,False
CHF,CHE,2020-04,-0.6245833,False
CHF,CHE,2020-05,-0.6633489,False
CHF,CHE,2020-06,-0.6658145,False
CHF,CHE,2020-07,-0.6907135,False
CHF,CHE,2020-08,-0.7068071,False
CHF,CHE,2020-09,-0.7087141,False
CHF,CHE,2020-10,-0.6981818,False
CHF,CHE,2020-11,-0.73,False
CHF,CHE,2020-12,-0.7427273,False
CHF,CHE,2021-01,-0.729838,False
CHF,CHE,2021-02,-0.732424,False
CHF,CHE,2021-03,-0.73,False
CHF,CHE,2021-04,-0.7285415,False
CHF,CHE,2021-05,-0.735221,False
CHF,CHE,2021-06,-0.7377273,False
CHF,CHE,2021-07,-0.7361364,False
CHF,CHE,2021-08,-0.7381818,False
CHF,CHE,2021-09,-0.82,False
CHF,CHE,2021-10,-0.7266924,False
CHF,CHE,2021-11,-0.6939609,False
CHF,CHE,2021-12,-0.7174565,False
CHF,CHE,2022-01,-0.714191,False
CHF,CHE,2022-02,-0.684792,False
CHF,CHE,2022-03,-0.6821743,False
CHF,CHE,2022-04,-0.6725,False
CHF,CHE,2022-05,-0.685,False
CHF,CHE,2022-06,-0.5085714,False
CHF,CHE,2022-07,-0.11,False
CHF,CHE,2022-08,-0.02454546,False
CHF,CHE,2022-09,0.1475,False
CHF,CHE,2022-10,0.52875,False
CHF,CHE,2022-11,0.54,False
CHF,CHE,2022-12,0.736349,False
CHF,CHE,2023-01,0.9869047,False
CHF,CHE,2023-02,1.0,False
CHF,CHE,2023-03,1.363823,False
CHF,CHE,2023-04,1.45,False
CHF,CHE,2023-05,1.45,False
CHF,CHE,2023-06,1.590455,False
CHF,CHE,2023-07,1.72,False
CHF,CHE,2023-08,1.767273,False
CHF,CHE,2023-09,1.77,False
CHF,CHE,2023-10,1.77,False
CHF,CHE,2023-11,1.731818,False
CHF,CHE,2023-12,1.6525,False
CHF,CHE,2024-01,1.685238,False
CHF,CHE,2024-02,1.7,False
CHF,CHE,2024-03,1.5,False
CHF,CHE,2024-04,1.5,False
CHF,CHE,2024-05,1.5,False
CHF,CHE,2024-06,1.427,False
CHF,CHE,2024-07,1.193478,False
CHF,CHE,2024-08,1.066472,False
CHF,CHE,2024-09,1.022143,False
CHF,CHE,2024-10,0.8944926,False
CHF,CHE,2024-11,0.8065081,False
CHF,CHE,2024-12,0.60075,False
CHF,CHE,2025-01,0.4080952,False
CHF,CHE,2025-02,0.37125,False
CHF,CHE,2025-03,0.3129119,False
CHF,CHE,2025-04,0.15585,False
CHF,CHE,2025-05,0.092,False
CHF,CHE,2025-06,0.039603,False
CHF,CHE,2025-07,-0.04065217,False
CHF,CHE,2025-08,-0.0615,False
CHF,CHE,2025-09,-0.05969682,False
CHF,CHE,2025-10,-0.0643113,False
CHF,CHE,2025-11,-0.0475,False
CHF,CHE,2025-12,-0.04821286,False
CHF,CHE,2026-01,-0.0388865,False
CHF,CHE,2026-02,-0.0435,False
CHF,CHE,2026-03,-0.04119591,False
CHF,CHE,2026-04,-0.0398335,False
CHF,CHE,2026-05,-0.03944444,False
CHF,CHE,2026-06,-0.04511955,False
CHF,CHE,2026-07,-0.04489131,False
CHF,CHE,2026-08,-0.045,False
EUR,EA20,2000-01,3.343143,False
EUR,EA20,2000-02,3.536762,False
EUR,EA20,2000-03,3.747044,False
EUR,EA20,2000-04,3.925278,False
EUR,EA20,2000-05,4.362045,False
EUR,EA20,2000-06,4.501727,False
EUR,EA20,2000-07,4.582905,False
EUR,EA20,2000-08,4.777087,False
EUR,EA20,2000-09,4.852809,False
EUR,EA20,2000-10,5.041273,False
EUR,EA20,2000-11,5.091955,False
EUR,EA20,2000-12,4.939158,False
EUR,EA20,2001-01,4.770727,False
EUR,EA20,2001-02,4.7558,False
EUR,EA20,2001-03,4.708636,False
EUR,EA20,2001-04,4.682,False
EUR,EA20,2001-05,4.636682,False
EUR,EA20,2001-06,4.453571,False
EUR,EA20,2001-07,4.467136,False
EUR,EA20,2001-08,4.353522,False
EUR,EA20,2001-09,3.98285,False
EUR,EA20,2001-10,3.599869,False
EUR,EA20,2001-11,3.385682,False
EUR,EA20,2001-12,3.344889,False
EUR,EA20,2002-01,3.338773,False
EUR,EA20,2002-02,3.3571,False
EUR,EA20,2002-03,3.3908,False
EUR,EA20,2002-04,3.406905,False
EUR,EA20,2002-05,3.467136,False
EUR,EA20,2002-06,3.464,False
EUR,EA20,2002-07,3.41,False
EUR,EA20,2002-08,3.351909,False
EUR,EA20,2002-09,3.310143,False
EUR,EA20,2002-10,3.261261,False
EUR,EA20,2002-11,3.124143,False
EUR,EA20,2002-12,2.94105,False
EUR,EA20,2003-01,2.831818,False
EUR,EA20,2003-02,2.68745,False
EUR,EA20,2003-03,2.529952,False
EUR,EA20,2003-04,2.53335,False
EUR,EA20,2003-05,2.400524,False
EUR,EA20,2003-06,2.151857,False
EUR,EA20,2003-07,2.130044,False
EUR,EA20,2003-08,2.140429,False
EUR,EA20,2003-09,2.147318,False
EUR,EA20,2003-10,2.143565,False
EUR,EA20,2003-11,2.15905,False
EUR,EA20,2003-12,2.146333,False
EUR,EA20,2004-01,2.089476,False
EUR,EA20,2004-02,2.07055,False
EUR,EA20,2004-03,2.028826,False
EUR,EA20,2004-04,2.04875,False
EUR,EA20,2004-05,2.085857,False
EUR,EA20,2004-06,2.112682,False
EUR,EA20,2004-07,2.116045,False
EUR,EA20,2004-08,2.114273,False
EUR,EA20,2004-09,2.118591,False
EUR,EA20,2004-10,2.147333,False
EUR,EA20,2004-11,2.170318,False
EUR,EA20,2004-12,2.173174,False
EUR,EA20,2005-01,2.145429,False
EUR,EA20,2005-02,2.13835,False
EUR,EA20,2005-03,2.137191,False
EUR,EA20,2005-04,2.137238,False
EUR,EA20,2005-05,2.125636,False
EUR,EA20,2005-06,2.111046,False
EUR,EA20,2005-07,2.119429,False
EUR,EA20,2005-08,2.132478,False
EUR,EA20,2005-09,2.139136,False
EUR,EA20,2005-10,2.196619,False
EUR,EA20,2005-11,2.360864,False
EUR,EA20,2005-12,2.472857,False
EUR,EA20,2006-01,2.511682,False
EUR,EA20,2006-02,2.60035,False
EUR,EA20,2006-03,2.722609,False
EUR,EA20,2006-04,2.793778,False
EUR,EA20,2006-05,2.889,False
EUR,EA20,2006-06,2.985682,False
EUR,EA20,2006-07,3.10219,False
EUR,EA20,2006-08,3.226478,False
EUR,EA20,2006-09,3.335381,False
EUR,EA20,2006-10,3.502,False
EUR,EA20,2006-11,3.597182,False
EUR,EA20,2006-12,3.684211,False
EUR,EA20,2007-01,3.751864,False
EUR,EA20,2007-02,3.8182,False
EUR,EA20,2007-03,3.890909,False
EUR,EA20,2007-04,3.975263,False
EUR,EA20,2007-05,4.071363,False
EUR,EA20,2007-06,4.147762,False
EUR,EA20,2007-07,4.216182,False
EUR,EA20,2007-08,4.543609,False
EUR,EA20,2007-09,4.7417,False
EUR,EA20,2007-10,4.687391,False
EUR,EA20,2007-11,4.638546,False
EUR,EA20,2007-12,4.848368,False
EUR,EA20,2008-01,4.481545,False
EUR,EA20,2008-02,4.362095,False
EUR,EA20,2008-03,4.596368,False
EUR,EA20,2008-04,4.7835,False
EUR,EA20,2008-05,4.857381,False
EUR,EA20,2008-06,4.940524,False
EUR,EA20,2008-07,4.961,False
EUR,EA20,2008-08,4.96519,False
EUR,EA20,2008-09,5.019182,False
EUR,EA20,2008-10,5.113087,False
EUR,EA20,2008-11,4.2383,False
EUR,EA20,2008-12,3.292619,False
EUR,EA20,2009-01,2.456524,False
EUR,EA20,2009-02,1.94305,False
EUR,EA20,2009-03,1.635455,False
EUR,EA20,2009-04,1.4223,False
EUR,EA20,2009-05,1.2817,False
EUR,EA20,2009-06,1.227909,False
EUR,EA20,2009-07,0.9749565,False
EUR,EA20,2009-08,0.8604762,False
EUR,EA20,2009-09,0.7720909,False
EUR,EA20,2009-10,0.7375,False
EUR,EA20,2009-11,0.7161905,False
EUR,EA20,2009-12,0.7120455,False
EUR,EA20,2010-01,0.67975,False
EUR,EA20,2010-02,0.6617,False
EUR,EA20,2010-03,0.6449565,False
EUR,EA20,2010-04,0.6447,False
EUR,EA20,2010-05,0.6865238,False
EUR,EA20,2010-06,0.7275909,False
EUR,EA20,2010-07,0.8488182,False
EUR,EA20,2010-08,0.8955,False
EUR,EA20,2010-09,0.8805,False
EUR,EA20,2010-10,0.9976667,False
EUR,EA20,2010-11,1.042045,False
EUR,EA20,2010-12,1.021696,False
EUR,EA20,2011-01,1.017238,False
EUR,EA20,2011-02,1.08675,False
EUR,EA20,2011-03,1.175522,False
EUR,EA20,2011-04,1.321211,False
EUR,EA20,2011-05,1.425091,False
EUR,EA20,2011-06,1.488591,False
EUR,EA20,2011-07,1.597619,False
EUR,EA20,2011-08,1.552087,False
EUR,EA20,2011-09,1.536455,False
EUR,EA20,2011-10,1.575857,False
EUR,EA20,2011-11,1.484682,False
EUR,EA20,2011-12,1.426095,False
EUR,EA20,2012-01,1.222227,False
EUR,EA20,2012-02,1.048286,False
EUR,EA20,2012-03,0.8584545,False
EUR,EA20,2012-04,0.7443158,False
EUR,EA20,2012-05,0.6849091,False
EUR,EA20,2012-06,0.6588571,False
EUR,EA20,2012-07,0.4970455,False
EUR,EA20,2012-08,0.3323913,False
EUR,EA20,2012-09,0.2463,False
EUR,EA20,2012-10,0.207913,False
EUR,EA20,2012-11,0.192,False
EUR,EA20,2012-12,0.1854737,False
EUR,EA20,2013-01,0.2049091,False
EUR,EA20,2013-02,0.22335,False
EUR,EA20,2013-03,0.20605,False
EUR,EA20,2013-04,0.2089048,False
EUR,EA20,2013-05,0.2012273,False
EUR,EA20,2013-06,0.21025,False
EUR,EA20,2013-07,0.2214348,False
EUR,EA20,2013-08,0.2258636,False
EUR,EA20,2013-09,0.2232381,False
EUR,EA20,2013-10,0.2258261,False
EUR,EA20,2013-11,0.223381,False
EUR,EA20,2013-12,0.2735,False
EUR,EA20,2014-01,0.2920455,False
EUR,EA20,2014-02,0.2881,False
EUR,EA20,2014-03,0.3053333,False
EUR,EA20,2014-04,0.32975,False
EUR,EA20,2014-05,0.3245714,False
EUR,EA20,2014-06,0.2414286,False
EUR,EA20,2014-07,0.2050435,False
EUR,EA20,2014-08,0.1915714,False
EUR,EA20,2014-09,0.0970909,False
EUR,EA20,2014-10,0.0826087,False
EUR,EA20,2014-11,0.0809,False
EUR,EA20,2014-12,0.0809048,False
EUR,EA20,2015-01,0.0626667,False
EUR,EA20,2015-02,0.0482,False
EUR,EA20,2015-03,0.0271818,False
EUR,EA20,2015-04,0.0047,False
EUR,EA20,2015-05,-0.0103684,False
EUR,EA20,2015-06,-0.0139091,False
EUR,EA20,2015-07,-0.0187391,False
EUR,EA20,2015-08,-0.0276667,False
EUR,EA20,2015-09,-0.0370455,False
EUR,EA20,2015-10,-0.0535909,False
EUR,EA20,2015-11,-0.087619,False
EUR,EA20,2015-12,-0.1263182,False
EUR,EA20,2016-01,-0.14615,False
EUR,EA20,2016-02,-0.1835714,False
EUR,EA20,2016-03,-0.2285238,False
EUR,EA20,2016-04,-0.2491905,False
EUR,EA20,2016-05,-0.2571818,False
EUR,EA20,2016-06,-0.2679091,False
EUR,EA20,2016-07,-0.2945238,False
EUR,EA20,2016-08,-0.2982174,False
EUR,EA20,2016-09,-0.3016364,False
EUR,EA20,2016-10,-0.309,False
EUR,EA20,2016-11,-0.3126818,False
EUR,EA20,2016-12,-0.3157619,False
EUR,EA20,2017-01,-0.3255455,False
EUR,EA20,2017-02,-0.3286,False
EUR,EA20,2017-03,-0.3293478,False
EUR,EA20,2017-04,-0.3303889,False
EUR,EA20,2017-05,-0.3294545,False
EUR,EA20,2017-06,-0.33,False
EUR,EA20,2017-07,-0.3304286,False
EUR,EA20,2017-08,-0.329087,False
EUR,EA20,2017-09,-0.329381,False
EUR,EA20,2017-10,-0.3295455,False
EUR,EA20,2017-11,-0.329,False
EUR,EA20,2017-12,-0.3278947,False
EUR,EA20,2018-01,-0.3284545,False
EUR,EA20,2018-02,-0.3285,False
EUR,EA20,2018-03,-0.3279048,False
EUR,EA20,2018-04,-0.32845,False
EUR,EA20,2018-05,-0.3252273,False
EUR,EA20,2018-06,-0.3220476,False
EUR,EA20,2018-07,-0.3207273,False
EUR,EA20,2018-08,-0.319,False
EUR,EA20,2018-09,-0.31885,False
EUR,EA20,2018-10,-0.3176957,False
EUR,EA20,2018-11,-0.3163636,False
EUR,EA20,2018-12,-0.3118947,False
EUR,EA20,2019-01,-0.308,False
EUR,EA20,2019-02,-0.30845,False
EUR,EA20,2019-03,-0.3091905,False
EUR,EA20,2019-04,-0.31045,False
EUR,EA20,2019-05,-0.3118636,False
EUR,EA20,2019-06,-0.3289,False
EUR,EA20,2019-07,-0.3648696,False
EUR,EA20,2019-08,-0.4076818,False
EUR,EA20,2019-09,-0.4175714,False
EUR,EA20,2019-10,-0.4128696,False
EUR,EA20,2019-11,-0.4012857,False
EUR,EA20,2019-12,-0.3947,False
EUR,EA20,2020-01,-0.3911364,False
EUR,EA20,2020-02,-0.40885,False
EUR,EA20,2020-03,-0.4166364,False
EUR,EA20,2020-04,-0.25405,False
EUR,EA20,2020-05,-0.27195,False
EUR,EA20,2020-06,-0.376,False
EUR,EA20,2020-07,-0.4441304,False
EUR,EA20,2020-08,-0.4797143,False
EUR,EA20,2020-09,-0.4913636,False
EUR,EA20,2020-10,-0.5091364,False
EUR,EA20,2020-11,-0.5208571,False
EUR,EA20,2020-12,-0.5380909,False
EUR,EA20,2021-01,-0.54715,False
EUR,EA20,2021-02,-0.5411,False
EUR,EA20,2021-03,-0.539087,False
EUR,EA20,2021-04,-0.53815,False
EUR,EA20,2021-05,-0.5400952,False
EUR,EA20,2021-06,-0.5429091,False
EUR,EA20,2021-07,-0.5448182,False
EUR,EA20,2021-08,-0.5475909,False
EUR,EA20,2021-09,-0.5450455,False
EUR,EA20,2021-10,-0.5498095,False
EUR,EA20,2021-11,-0.5673636,False
EUR,EA20,2021-12,-0.5819565,False
EUR,EA20,2022-01,-0.5601429,False
EUR,EA20,2022-02,-0.5315,False
EUR,EA20,2022-03,-0.4954348,False
EUR,EA20,2022-04,-0.4478947,False
EUR,EA20,2022-05,-0.3857273,False
EUR,EA20,2022-06,-0.2392273,False
EUR,EA20,2022-07,0.036619,False
EUR,EA20,2022-08,0.3947391,False
EUR,EA20,2022-09,1.010864,False
EUR,EA20,2022-10,1.427667,False
EUR,EA20,2022-11,1.825227,False
EUR,EA20,2022-12,2.063476,False
EUR,EA20,2023-01,2.344864,False
EUR,EA20,2023-02,2.64035,False
EUR,EA20,2023-03,2.910565,False
EUR,EA20,2023-04,3.179444,False
EUR,EA20,2023-05,3.371727,False
EUR,EA20,2023-06,3.535864,False
EUR,EA20,2023-07,3.671809,False
EUR,EA20,2023-08,3.780304,False
EUR,EA20,2023-09,3.880048,False
EUR,EA20,2023-10,3.967636,False
EUR,EA20,2023-11,3.971636,False
EUR,EA20,2023-12,3.934895,False
EUR,EA20,2024-01,3.925273,False
EUR,EA20,2024-02,3.923191,False
EUR,EA20,2024-03,3.9231,False
EUR,EA20,2024-04,3.885333,False
EUR,EA20,2024-05,3.812682,False
EUR,EA20,2024-06,3.7245,False
EUR,EA20,2024-07,3.684826,False
EUR,EA20,2024-08,3.547591,False
EUR,EA20,2024-09,3.433714,False
EUR,EA20,2024-10,3.166609,False
EUR,EA20,2024-11,3.006762,False
EUR,EA20,2024-12,2.8246,False
EUR,EA20,2025-01,2.704273,False
EUR,EA20,2025-02,2.52495,False
EUR,EA20,2025-03,2.442429,False
EUR,EA20,2025-04,2.2494,False
EUR,EA20,2025-05,2.087238,False
EUR,EA20,2025-06,1.983619,False
EUR,EA20,2025-07,1.986348,False
EUR,EA20,2025-08,2.021095,False
EUR,EA20,2025-09,2.027273,False
EUR,EA20,2025-10,2.034435,False
EUR,EA20,2025-11,2.04165,False
EUR,EA20,2025-12,2.048429,False
EUR,EA20,2026-01,2.027727,False
EUR,EA20,2026-02,2.0113,False
EUR,EA20,2026-03,2.109409,False
EUR,EA20,2026-04,2.1753,False
EUR,EA20,2026-05,2.2261,False
EUR,EA20,2026-06,2.339,False
EUR,EA20,2026-07,2.425391,False
EUR,EA20,2026-08,2.513143,False
GBP,GBR,2000-01,6.13632,False
GBP,GBR,2000-02,6.23781,False
GBP,GBR,2000-03,6.22838,False
GBP,GBR,2000-04,6.29647,False
GBP,GBR,2000-05,6.30356,False
GBP,GBR,2000-06,6.22682,False
GBP,GBR,2000-07,6.19247,False
GBP,GBR,2000-08,6.21754,False
GBP,GBR,2000-09,6.20569,False
GBP,GBR,2000-10,6.16274,False
GBP,GBR,2000-11,6.08629,False
GBP,GBR,2000-12,5.95539,False
GBP,GBR,2001-01,5.84578,False
GBP,GBR,2001-02,5.75655,False
GBP,GBR,2001-03,5.55126,False
GBP,GBR,2001-04,5.40449,False
GBP,GBR,2001-05,5.24858,False
GBP,GBR,2001-06,5.25854,False
GBP,GBR,2001-07,5.25436,False
GBP,GBR,2001-08,4.99658,False
GBP,GBR,2001-09,4.72946,False
GBP,GBR,2001-10,4.42821,False
GBP,GBR,2001-11,3.99675,False
GBP,GBR,2001-12,4.0506,False
GBP,GBR,2002-01,4.04677,False
GBP,GBR,2002-02,4.05268,False
GBP,GBR,2002-03,4.13055,False
GBP,GBR,2002-04,4.17319,False
GBP,GBR,2002-05,4.1537,False
GBP,GBR,2002-06,4.17758,False
GBP,GBR,2002-07,4.06054,False
GBP,GBR,2002-08,3.98654,False
GBP,GBR,2002-09,3.98872,False
GBP,GBR,2002-10,3.96401,False
GBP,GBR,2002-11,3.97142,False
GBP,GBR,2002-12,4.01777,False
GBP,GBR,2003-01,3.98263,False
GBP,GBR,2003-02,3.75425,False
GBP,GBR,2003-03,3.65503,False
GBP,GBR,2003-04,3.64598,False
GBP,GBR,2003-05,3.63252,False
GBP,GBR,2003-06,3.63966,False
GBP,GBR,2003-07,3.49022,False
GBP,GBR,2003-08,3.52249,False
GBP,GBR,2003-09,3.6967,False
GBP,GBR,2003-10,3.80338,False
GBP,GBR,2003-11,3.98043,False
GBP,GBR,2003-12,4.01864,False
GBP,GBR,2004-01,4.05531,False
GBP,GBR,2004-02,4.16654,False
GBP,GBR,2004-03,4.29673,False
GBP,GBR,2004-04,4.39472,False
GBP,GBR,2004-05,4.52872,False
GBP,GBR,2004-06,4.78974,False
GBP,GBR,2004-07,4.85702,False
GBP,GBR,2004-08,4.96284,False
GBP,GBR,2004-09,4.9469,False
GBP,GBR,2004-10,4.90071,False
GBP,GBR,2004-11,4.88359,False
GBP,GBR,2004-12,4.87103,False
GBP,GBR,2005-01,4.87316,False
GBP,GBR,2005-02,4.89069,False
GBP,GBR,2005-03,4.98736,False
GBP,GBR,2005-04,4.94336,False
GBP,GBR,2005-05,4.89375,False
GBP,GBR,2005-06,4.84144,False
GBP,GBR,2005-07,4.65794,False
GBP,GBR,2005-08,4.59465,False
GBP,GBR,2005-09,4.59686,False
GBP,GBR,2005-10,4.58701,False
GBP,GBR,2005-11,4.61847,False
GBP,GBR,2005-12,4.63732,False
GBP,GBR,2006-01,4.60368,False
GBP,GBR,2006-02,4.58199,False
GBP,GBR,2006-03,4.58741,False
GBP,GBR,2006-04,4.6296,False
GBP,GBR,2006-05,4.7015,False
GBP,GBR,2006-06,4.73498,False
GBP,GBR,2006-07,4.73322,False
GBP,GBR,2006-08,4.94425,False
GBP,GBR,2006-09,5.02501,False
GBP,GBR,2006-10,5.13176,False
GBP,GBR,2006-11,5.22544,False
GBP,GBR,2006-12,5.29167,False
GBP,GBR,2007-01,5.48623,False
GBP,GBR,2007-02,5.5657,False
GBP,GBR,2007-03,5.54946,False
GBP,GBR,2007-04,5.64899,False
GBP,GBR,2007-05,5.76742,False
GBP,GBR,2007-06,5.88018,False
GBP,GBR,2007-07,6.02396,False
GBP,GBR,2007-08,6.41946,False
GBP,GBR,2007-09,6.64694,False
GBP,GBR,2007-10,6.27014,False
GBP,GBR,2007-11,6.40858,False
GBP,GBR,2007-12,6.35943,False
GBP,GBR,2008-01,5.65965,False
GBP,GBR,2008-02,5.64202,False
GBP,GBR,2008-03,5.89929,False
GBP,GBR,2008-04,5.91881,False
GBP,GBR,2008-05,5.82639,False
GBP,GBR,2008-06,5.92944,False
GBP,GBR,2008-07,5.8322,False
GBP,GBR,2008-08,5.76619,False
GBP,GBR,2008-09,5.9106,False
GBP,GBR,2008-10,6.13304,False
GBP,GBR,2008-11,4.44684,False
GBP,GBR,2008-12,3.17247,False
GBP,GBR,2009-01,2.34276,False
GBP,GBR,2009-02,2.09038,False
GBP,GBR,2009-03,1.83139,False
GBP,GBR,2009-04,1.53413,False
GBP,GBR,2009-05,1.35795,False
GBP,GBR,2009-06,1.24117,False
GBP,GBR,2009-07,1.00113,False
GBP,GBR,2009-08,0.77369,False
GBP,GBR,2009-09,0.6056,False
GBP,GBR,2009-10,0.57087,False
GBP,GBR,2009-11,0.60936,False
