ReleaseDate,Commodity,MarketYear,ProjEstFlag,ending_stocks,production,use_total,stocks_to_use
2012-10-11,Wheat,2011/12,Est.,743.0,1999.0,2231.0,0.33303451367099957
2012-10-11,Wheat,2012/13,Proj.,654.0,2269.0,2488.0,0.2628617363344051
2012-11-09,Wheat,2011/12,Est.,743.0,1999.0,2231.0,0.33303451367099957
2012-11-09,Wheat,2012/13,Proj.,704.0,2269.0,2438.0,0.2887612797374898
2012-12-11,Wheat,2011/12,Est.,743.0,1999.0,2231.0,0.33303451367099957
2012-12-11,Wheat,2012/13,Proj.,754.0,2269.0,2388.0,0.3157453936348409
2013-01-11,Wheat,2011/12,Est.,743.0,1999.0,2231.0,0.33303451367099957
2013-01-11,Wheat,2012/13,Proj.,716.0,2269.0,2425.0,0.29525773195876287
2013-02-08,Wheat,2011/12,Est.,743.0,1999.0,2231.0,0.33303451367099957
2013-02-08,Wheat,2012/13,Proj.,691.0,2269.0,2450.0,0.2820408163265306
2013-03-08,Wheat,2011/12,Est.,743.0,1999.0,2231.0,0.33303451367099957
2013-03-08,Wheat,2012/13,Proj.,716.0,2269.0,2425.0,0.29525773195876287
2013-04-10,Wheat,2011/12,Est.,743.0,1999.0,2231.0,0.33303451367099957
2013-04-10,Wheat,2012/13,Proj.,731.0,2269.0,2411.0,0.3031936955620075
2013-05-10,Wheat,2012/13,Est.,731.0,2269.0,2406.0,0.3038237738985869
2013-05-10,Wheat,2013/14,Proj.,670.0,2057.0,2247.0,0.29817534490431685
2013-06-12,Wheat,2012/13,Est.,746.0,2269.0,2391.0,0.31200334588038475
2013-06-12,Wheat,2013/14,Proj.,659.0,2080.0,2297.0,0.2868959512407488
2013-07-11,Wheat,2012/13,Est.,718.0,2269.0,2416.0,0.29718543046357615
2013-07-11,Wheat,2013/14,Proj.,576.0,2114.0,2386.0,0.24140821458507963
2013-08-12,Wheat,2012/13,Est.,718.0,2269.0,2416.0,0.29718543046357615
2013-08-12,Wheat,2013/14,Proj.,551.0,2114.0,2411.0,0.22853587722936541
2013-09-12,Wheat,2012/13,Est.,718.0,2269.0,2416.0,0.29718543046357615
2013-09-12,Wheat,2013/14,Proj.,561.0,2114.0,2411.0,0.23268353380340107
2013-11-08,Wheat,2012/13,Est.,718.0,2266.0,2414.0,0.29743164871582434
2013-11-08,Wheat,2013/14,Proj.,565.0,2130.0,2433.0,0.2322235922729141
2013-12-10,Wheat,2012/13,Est.,718.0,2266.0,2414.0,0.29743164871582434
2013-12-10,Wheat,2013/14,Proj.,575.0,2130.0,2433.0,0.2363337443485409
2014-01-10,Wheat,2012/13,Est.,718.0,2266.0,2414.0,0.29743164871582434
2014-01-10,Wheat,2013/14,Proj.,608.0,2130.0,2399.0,0.2534389328887036
2014-02-10,Wheat,2012/13,Est.,718.0,2266.0,2414.0,0.29743164871582434
2014-02-10,Wheat,2013/14,Proj.,558.0,2130.0,2459.0,0.2269215128100854
2014-03-10,Wheat,2012/13,Est.,718.0,2266.0,2414.0,0.29743164871582434
2014-03-10,Wheat,2013/14,Proj.,558.0,2130.0,2459.0,0.2269215128100854
2014-04-09,Wheat,2012/13,Est.,718.0,2266.0,2414.0,0.29743164871582434
2014-04-09,Wheat,2013/14,Proj.,583.0,2130.0,2429.0,0.24001646768217375
2014-05-09,Wheat,2013/14,Est.,583.0,2130.0,2439.0,0.23903239032390325
2014-05-09,Wheat,2014/15,Proj.,540.0,1963.0,2166.0,0.24930747922437674
2014-06-11,Wheat,2013/14,Est.,593.0,2130.0,2424.0,0.24463696369636964
2014-06-11,Wheat,2014/15,Proj.,574.0,1942.0,2121.0,0.2706270627062706
2014-07-11,Wheat,2013/14,Est.,590.0,2130.0,2426.0,0.24319868095630667
2014-07-11,Wheat,2014/15,Proj.,660.0,1992.0,2081.0,0.31715521383950024
2014-08-12,Wheat,2013/14,Est.,590.0,2130.0,2426.0,0.24319868095630667
2014-08-12,Wheat,2014/15,Proj.,663.0,2030.0,2116.0,0.31332703213610585
2014-09-11,Wheat,2013/14,Est.,590.0,2130.0,2426.0,0.24319868095630667
2014-09-11,Wheat,2014/15,Proj.,698.0,2030.0,2091.0,0.33381157340985174
2014-10-10,Wheat,2013/14,Est.,590.0,2135.0,2432.0,0.24259868421052633
2014-10-10,Wheat,2014/15,Proj.,654.0,2035.0,2141.0,0.305464736104624
2014-11-10,Wheat,2013/14,Est.,590.0,2135.0,2432.0,0.24259868421052633
2014-11-10,Wheat,2014/15,Proj.,644.0,2026.0,2141.0,0.3007940214852872
2014-12-10,Wheat,2013/14,Est.,590.0,2135.0,2432.0,0.24259868421052633
2014-12-10,Wheat,2014/15,Proj.,654.0,2026.0,2141.0,0.305464736104624
2015-01-12,Wheat,2013/14,Est.,590.0,2135.0,2431.0,0.24269847799259564
2015-01-12,Wheat,2014/15,Proj.,687.0,2026.0,2109.0,0.32574679943101
2015-02-10,Wheat,2013/14,Est.,590.0,2135.0,2431.0,0.24269847799259564
2015-02-10,Wheat,2014/15,Proj.,692.0,2026.0,2084.0,0.33205374280230326
2015-03-10,Wheat,2013/14,Est.,590.0,2135.0,2431.0,0.24269847799259564
2015-03-10,Wheat,2014/15,Proj.,691.0,2026.0,2085.0,0.33141486810551557
2015-04-09,Wheat,2013/14,Est.,590.0,2135.0,2431.0,0.24269847799259564
2015-04-09,Wheat,2014/15,Proj.,684.0,2026.0,2077.0,0.32932113625421283
2015-05-12,Wheat,2014/15,Est.,709.0,2026.0,2057.0,0.3446767136606709
2015-05-12,Wheat,2015/16,Proj.,793.0,2087.0,2144.0,0.36986940298507465
2015-06-10,Wheat,2014/15,Est.,712.0,2026.0,2052.0,0.3469785575048733
2015-06-10,Wheat,2015/16,Proj.,814.0,2121.0,2159.0,0.3770264011116258
2015-07-10,Wheat,2014/15,Est.,753.0,2026.0,2007.0,0.375186846038864
2015-07-10,Wheat,2015/16,Proj.,842.0,2148.0,2189.0,0.3846505253540429
2015-08-12,Wheat,2014/15,Est.,753.0,2026.0,2008.0,0.375
2015-08-12,Wheat,2015/16,Proj.,850.0,2136.0,2164.0,0.3927911275415896
2015-09-11,Wheat,2014/15,Est.,753.0,2026.0,2013.0,0.3740685543964232
2015-09-11,Wheat,2015/16,Proj.,875.0,2136.0,2139.0,0.40906965871902756
2015-10-09,Wheat,2014/15,Est.,753.0,2026.0,2013.0,0.3740685543964232
2015-10-09,Wheat,2015/16,Proj.,861.0,2052.0,2069.0,0.41614306428226194
2015-11-10,Wheat,2014/15,Est.,753.0,2026.0,2013.0,0.3740685543964232
2015-11-10,Wheat,2015/16,Proj.,911.0,2052.0,2019.0,0.45121347201584944
2015-12-09,Wheat,2014/15,Est.,753.0,2026.0,2013.0,0.3740685543964232
2015-12-09,Wheat,2015/16,Proj.,911.0,2052.0,2019.0,0.45121347201584944
2016-01-12,Wheat,2014/15,Est.,752.0,2026.0,2014.0,0.3733862959285005
2016-01-12,Wheat,2015/16,Proj.,941.0,2052.0,1983.0,0.4745335350479072
2016-02-09,Wheat,2014/15,Est.,752.0,2026.0,2014.0,0.3733862959285005
2016-02-09,Wheat,2015/16,Proj.,966.0,2052.0,1958.0,0.4933605720122574
2016-03-09,Wheat,2014/15,Est.,752.0,2026.0,2014.0,0.3733862959285005
2016-03-09,Wheat,2015/16,Proj.,966.0,2052.0,1958.0,0.4933605720122574
2016-04-12,Wheat,2014/15,Est.,752.0,2026.0,2014.0,0.3733862959285005
2016-04-12,Wheat,2015/16,Proj.,976.0,2052.0,1948.0,0.5010266940451745
2016-05-10,Wheat,2015/16,Est.,978.0,2052.0,1946.0,0.5025693730729702
2016-05-10,Wheat,2016/17,Proj.,1029.0,1998.0,2077.0,0.4954260953298026
2016-06-10,Wheat,2015/16,Est.,980.0,2052.0,1941.0,0.5048943843379701
2016-06-10,Wheat,2016/17,Proj.,1050.0,2077.0,2132.0,0.4924953095684803
2016-07-12,Wheat,2015/16,Est.,981.0,2052.0,1937.0,0.5064532782653588
2016-07-12,Wheat,2016/17,Proj.,1105.0,2261.0,2257.0,0.48958794860434207
2016-08-12,Wheat,2015/16,Est.,981.0,2052.0,1936.0,0.5067148760330579
2016-08-12,Wheat,2016/17,Proj.,1100.0,2321.0,2317.0,0.4747518342684506
2016-09-12,Wheat,2015/16,Est.,981.0,2052.0,1936.0,0.5067148760330579
2016-09-12,Wheat,2016/17,Proj.,1100.0,2321.0,2317.0,0.4747518342684506
2016-10-12,Wheat,2015/16,Est.,976.0,2062.0,1952.0,0.5
2016-10-12,Wheat,2016/17,Proj.,1138.0,2310.0,2272.0,0.5008802816901409
2016-11-09,Wheat,2015/16,Est.,976.0,2062.0,1952.0,0.5
2016-11-09,Wheat,2016/17,Proj.,1143.0,2310.0,2267.0,0.5041905602117336
2016-12-09,Wheat,2015/16,Est.,976.0,2062.0,1952.0,0.5
2016-12-09,Wheat,2016/17,Proj.,1143.0,2310.0,2267.0,0.5041905602117336
2017-01-12,Wheat,2015/16,Est.,976.0,2062.0,1952.0,0.5
2017-01-12,Wheat,2016/17,Proj.,1186.0,2310.0,2224.0,0.533273381294964
2017-02-09,Wheat,2015/16,Est.,976.0,2062.0,1952.0,0.5
2017-02-09,Wheat,2016/17,Proj.,1139.0,2310.0,2271.0,0.5015411712901805
2017-03-09,Wheat,2015/16,Est.,976.0,2062.0,1952.0,0.5
2017-03-09,Wheat,2016/17,Proj.,1129.0,2310.0,2271.0,0.49713782474680757
2017-04-11,Wheat,2015/16,Est.,976.0,2062.0,1952.0,0.5
2017-04-11,Wheat,2016/17,Proj.,1159.0,2310.0,2236.0,0.5183363148479427
2017-05-10,Wheat,2016/17,Est.,1159.0,2310.0,2241.0,0.5171798304328424
2017-05-10,Wheat,2017/18,Proj.,914.0,1820.0,2191.0,0.41716111364673664
2017-06-09,Wheat,2016/17,Est.,1161.0,2310.0,2241.0,0.5180722891566265
2017-06-09,Wheat,2017/18,Proj.,924.0,1824.0,2191.0,0.4217252396166134
2017-07-12,Wheat,2016/17,Est.,1184.0,2310.0,2219.0,0.533573681838666
2017-07-12,Wheat,2017/18,Proj.,938.0,1760.0,2146.0,0.43709226467847156
2017-08-10,Wheat,2016/17,Est.,1184.0,2310.0,2219.0,0.533573681838666
2017-08-10,Wheat,2017/18,Proj.,933.0,1739.0,2141.0,0.4357776739841196
2017-09-12,Wheat,2016/17,Est.,1184.0,2310.0,2219.0,0.533573681838666
2017-09-12,Wheat,2017/18,Proj.,933.0,1739.0,2141.0,0.4357776739841196
2017-10-12,Wheat,2016/17,Est.,1181.0,2309.0,2222.0,0.5315031503150315
2017-10-12,Wheat,2017/18,Proj.,960.0,1741.0,2111.0,0.4547607768829938
2017-11-09,Wheat,2016/17,Est.,1181.0,2309.0,2222.0,0.5315031503150315
2017-11-09,Wheat,2017/18,Proj.,935.0,1741.0,2136.0,0.43773408239700373
2017-12-12,Wheat,2016/17,Est.,1181.0,2309.0,2222.0,0.5315031503150315
2017-12-12,Wheat,2017/18,Proj.,960.0,1741.0,2111.0,0.4547607768829938
2018-01-12,Wheat,2016/17,Est.,1181.0,2309.0,2222.0,0.5315031503150315
2018-01-12,Wheat,2017/18,Proj.,989.0,1741.0,2087.0,0.4738859607091519
2018-02-08,Wheat,2016/17,Est.,1181.0,2309.0,2222.0,0.5315031503150315
2018-02-08,Wheat,2017/18,Proj.,1009.0,1741.0,2067.0,0.4881470730527334
2018-03-08,Wheat,2016/17,Est.,1181.0,2309.0,2222.0,0.5315031503150315
2018-03-08,Wheat,2017/18,Proj.,1034.0,1741.0,2042.0,0.5063663075416258
2018-04-10,Wheat,2016/17,Est.,1181.0,2309.0,2222.0,0.5315031503150315
2018-04-10,Wheat,2017/18,Proj.,1064.0,1741.0,2012.0,0.5288270377733598
2018-05-10,Wheat,2017/18,Est.,1070.0,1741.0,2006.0,0.5333998005982054
2018-05-10,Wheat,2018/19,Proj.,955.0,1821.0,2072.0,0.4609073359073359
2018-06-12,Wheat,2017/18,Est.,1080.0,1741.0,1996.0,0.5410821643286573
2018-06-12,Wheat,2018/19,Proj.,946.0,1827.0,2097.0,0.45112064854554124
2018-07-12,Wheat,2017/18,Est.,1100.0,1741.0,1978.0,0.5561172901921132
2018-07-12,Wheat,2018/19,Proj.,985.0,1881.0,2132.0,0.4620075046904315
2018-08-10,Wheat,2017/18,Est.,1100.0,1741.0,1978.0,0.5561172901921132
2018-08-10,Wheat,2018/19,Proj.,935.0,1877.0,2177.0,0.4294901240238861
2018-09-12,Wheat,2017/18,Est.,1100.0,1741.0,1978.0,0.5561172901921132
2018-09-12,Wheat,2018/19,Proj.,935.0,1877.0,2177.0,0.4294901240238861
2018-10-11,Wheat,2017/18,Est.,1099.0,1740.0,1979.0,0.5553309752400202
2018-10-11,Wheat,2018/19,Proj.,956.0,1884.0,2167.0,0.4411628980156899
2018-11-08,Wheat,2017/18,Est.,1099.0,1740.0,1979.0,0.5553309752400202
2018-11-08,Wheat,2018/19,Proj.,949.0,1884.0,2174.0,0.4365225390984361
2018-12-11,Wheat,2017/18,Est.,1099.0,1740.0,1979.0,0.5553309752400202
2018-12-11,Wheat,2018/19,Proj.,974.0,1884.0,2149.0,0.4532340623545835
2019-02-08,Wheat,2017/18,Est.,1099.0,1741.0,1980.0,0.555050505050505
2019-02-08,Wheat,2018/19,Proj.,1010.0,1884.0,2113.0,0.4779933743492664
2019-03-08,Wheat,2017/18,Est.,1099.0,1741.0,1980.0,0.555050505050505
2019-03-08,Wheat,2018/19,Proj.,1055.0,1884.0,2073.0,0.5089242643511819
2019-04-09,Wheat,2017/18,Est.,1099.0,1741.0,1980.0,0.555050505050505
2019-04-09,Wheat,2018/19,Proj.,1087.0,1884.0,2042.0,0.5323212536728698
2019-05-10,Wheat,2018/19,Est.,1127.0,1884.0,1997.0,0.5643465197796695
2019-05-10,Wheat,2019/20,Proj.,1141.0,1897.0,2023.0,0.5640138408304498
2019-06-11,Wheat,2018/19,Est.,1102.0,1884.0,2022.0,0.5450049455984174
2019-06-11,Wheat,2019/20,Proj.,1072.0,1903.0,2073.0,0.5171249397009166
2019-07-11,Wheat,2018/19,Est.,1072.0,1884.0,2046.0,0.5239491691104594
2019-07-11,Wheat,2019/20,Proj.,1000.0,1921.0,2133.0,0.46882325363338023
2019-08-12,Wheat,2018/19,Est.,1072.0,1884.0,2046.0,0.5239491691104594
2019-08-12,Wheat,2019/20,Proj.,1014.0,1980.0,2173.0,0.46663598711458815
2019-09-12,Wheat,2018/19,Est.,1072.0,1884.0,2046.0,0.5239491691104594
2019-09-12,Wheat,2019/20,Proj.,1014.0,1980.0,2173.0,0.46663598711458815
2019-10-10,Wheat,2018/19,Est.,1080.0,1885.0,2039.0,0.5296714075527219
2019-10-10,Wheat,2019/20,Proj.,1043.0,1962.0,2118.0,0.49244570349386213
2019-11-08,Wheat,2018/19,Est.,1080.0,1885.0,2039.0,0.5296714075527219
2019-11-08,Wheat,2019/20,Proj.,1014.0,1920.0,2106.0,0.48148148148148145
2019-12-10,Wheat,2018/19,Est.,1080.0,1885.0,2039.0,0.5296714075527219
2019-12-10,Wheat,2019/20,Proj.,974.0,1920.0,2131.0,0.45706241201313935
2020-01-10,Wheat,2018/19,Est.,1080.0,1885.0,2039.0,0.5296714075527219
2020-01-10,Wheat,2019/20,Proj.,965.0,1920.0,2140.0,0.45093457943925236
2020-02-11,Wheat,2018/19,Est.,1080.0,1885.0,2039.0,0.5296714075527219
2020-02-11,Wheat,2019/20,Proj.,940.0,1920.0,2165.0,0.4341801385681293
2020-03-10,Wheat,2018/19,Est.,1080.0,1885.0,2039.0,0.5296714075527219
2020-03-10,Wheat,2019/20,Proj.,940.0,1920.0,2165.0,0.4341801385681293
2020-04-09,Wheat,2018/19,Est.,1080.0,1885.0,2039.0,0.5296714075527219
2020-04-09,Wheat,2019/20,Proj.,970.0,1920.0,2135.0,0.45433255269320844
2020-05-12,Wheat,2019/20,Est.,978.0,1920.0,2127.0,0.459802538787024
2020-05-12,Wheat,2020/21,Proj.,909.0,1866.0,2075.0,0.4380722891566265
2020-06-11,Wheat,2019/20,Est.,983.0,1920.0,2122.0,0.4632422243166824
2020-06-11,Wheat,2020/21,Proj.,925.0,1877.0,2075.0,0.4457831325301205
2020-07-10,Wheat,2019/20,Est.,1044.0,1920.0,2061.0,0.5065502183406113
2020-07-10,Wheat,2020/21,Proj.,942.0,1824.0,2065.0,0.45617433414043584
2020-08-12,Wheat,2019/20,Est.,1044.0,1920.0,2061.0,0.5065502183406113
2020-08-12,Wheat,2020/21,Proj.,925.0,1838.0,2086.0,0.4434324065196548
2020-09-11,Wheat,2019/20,Est.,1044.0,1920.0,2061.0,0.5065502183406113
2020-09-11,Wheat,2020/21,Proj.,925.0,1838.0,2086.0,0.4434324065196548
2020-10-09,Wheat,2019/20,Est.,1028.0,1932.0,2089.0,0.49210148396361897
2020-10-09,Wheat,2020/21,Proj.,883.0,1826.0,2096.0,0.42127862595419846
2020-11-10,Wheat,2019/20,Est.,1028.0,1932.0,2089.0,0.49210148396361897
2020-11-10,Wheat,2020/21,Proj.,877.0,1826.0,2102.0,0.41722169362511896
2020-12-10,Wheat,2019/20,Est.,1028.0,1932.0,2089.0,0.49210148396361897
2020-12-10,Wheat,2020/21,Proj.,862.0,1826.0,2112.0,0.4081439393939394
2021-01-12,Wheat,2019/20,Est.,1028.0,1932.0,2089.0,0.49210148396361897
2021-01-12,Wheat,2020/21,Proj.,836.0,1826.0,2138.0,0.3910196445275959
2021-02-09,Wheat,2019/20,Est.,1028.0,1932.0,2089.0,0.49210148396361897
2021-02-09,Wheat,2020/21,Proj.,836.0,1826.0,2138.0,0.3910196445275959
2021-03-09,Wheat,2019/20,Est.,1028.0,1932.0,2089.0,0.49210148396361897
2021-03-09,Wheat,2020/21,Proj.,836.0,1826.0,2138.0,0.3910196445275959
2021-04-09,Wheat,2019/20,Est.,1028.0,1932.0,2089.0,0.49210148396361897
2021-04-09,Wheat,2020/21,Proj.,852.0,1826.0,2113.0,0.4032181732134406
2021-05-12,Wheat,2020/21,Est.,872.0,1826.0,2088.0,0.41762452107279696
2021-05-12,Wheat,2021/22,Proj.,774.0,1872.0,2095.0,0.36945107398568017
2021-06-10,Wheat,2020/21,Est.,852.0,1826.0,2108.0,0.40417457305502846
2021-06-10,Wheat,2021/22,Proj.,770.0,1898.0,2105.0,0.3657957244655582
2021-07-12,Wheat,2020/21,Est.,844.0,1826.0,2110.0,0.4
2021-07-12,Wheat,2021/22,Proj.,665.0,1746.0,2070.0,0.321256038647343
2021-08-12,Wheat,2020/21,Est.,844.0,1826.0,2110.0,0.4
2021-08-12,Wheat,2021/22,Proj.,627.0,1697.0,2059.0,0.3045167557066537
2021-09-10,Wheat,2020/21,Est.,844.0,1826.0,2110.0,0.4
2021-09-10,Wheat,2021/22,Proj.,615.0,1697.0,2061.0,0.29839883551673946
2021-10-12,Wheat,2020/21,Est.,845.0,1828.0,2111.0,0.40028422548555187
2021-10-12,Wheat,2021/22,Proj.,580.0,1646.0,2036.0,0.28487229862475444
2021-11-09,Wheat,2020/21,Est.,845.0,1828.0,2111.0,0.40028422548555187
2021-11-09,Wheat,2021/22,Proj.,583.0,1646.0,2023.0,0.28818586258032625
2021-12-09,Wheat,2020/21,Est.,845.0,1828.0,2111.0,0.40028422548555187
2021-12-09,Wheat,2021/22,Proj.,598.0,1646.0,2003.0,0.2985521717423864
2022-01-12,Wheat,2020/21,Est.,845.0,1828.0,2111.0,0.40028422548555187
2022-01-12,Wheat,2021/22,Proj.,628.0,1646.0,1963.0,0.3199184921039226
2022-02-09,Wheat,2020/21,Est.,845.0,1828.0,2111.0,0.40028422548555187
2022-02-09,Wheat,2021/22,Proj.,648.0,1646.0,1943.0,0.33350488934637157
2022-03-09,Wheat,2020/21,Est.,845.0,1828.0,2111.0,0.40028422548555187
2022-03-09,Wheat,2021/22,Proj.,653.0,1646.0,1933.0,0.33781686497672014
2022-04-08,Wheat,2020/21,Est.,845.0,1828.0,2111.0,0.40028422548555187
2022-04-08,Wheat,2021/22,Proj.,678.0,1646.0,1908.0,0.3553459119496855
2022-05-12,Wheat,2021/22,Est.,655.0,1646.0,1931.0,0.3392024857586743
2022-05-12,Wheat,2022/23,Proj.,619.0,1729.0,1885.0,0.3283819628647215
2022-06-10,Wheat,2021/22,Est.,655.0,1646.0,1931.0,0.3392024857586743
2022-06-10,Wheat,2022/23,Proj.,627.0,1737.0,1885.0,0.33262599469496024
2022-07-12,Wheat,2021/22,Est.,660.0,1646.0,1926.0,0.3426791277258567
2022-07-12,Wheat,2022/23,Proj.,639.0,1781.0,1912.0,0.3342050209205021
2022-08-12,Wheat,2021/22,Est.,660.0,1646.0,1926.0,0.3426791277258567
2022-08-12,Wheat,2022/23,Proj.,610.0,1783.0,1943.0,0.3139475038600103
2022-09-12,Wheat,2021/22,Est.,660.0,1646.0,1926.0,0.3426791277258567
2022-09-12,Wheat,2022/23,Proj.,610.0,1783.0,1943.0,0.3139475038600103
2022-10-12,Wheat,2021/22,Est.,669.0,1646.0,1917.0,0.3489827856025039
2022-10-12,Wheat,2022/23,Proj.,576.0,1650.0,1863.0,0.30917874396135264
2022-11-09,Wheat,2021/22,Est.,669.0,1646.0,1917.0,0.3489827856025039
2022-11-09,Wheat,2022/23,Proj.,571.0,1650.0,1868.0,0.3056745182012848
2022-12-09,Wheat,2021/22,Est.,669.0,1646.0,1917.0,0.3489827856025039
2022-12-09,Wheat,2022/23,Proj.,571.0,1650.0,1868.0,0.3056745182012848
2023-01-12,Wheat,2021/22,Est.,698.0,1646.0,1888.0,0.3697033898305085
2023-01-12,Wheat,2022/23,Proj.,567.0,1650.0,1901.0,0.29826407154129403
2023-02-08,Wheat,2021/22,Est.,698.0,1646.0,1888.0,0.3697033898305085
2023-02-08,Wheat,2022/23,Proj.,568.0,1650.0,1900.0,0.29894736842105263
2023-03-08,Wheat,2021/22,Est.,698.0,1646.0,1888.0,0.3697033898305085
2023-03-08,Wheat,2022/23,Proj.,568.0,1650.0,1900.0,0.29894736842105263
2023-04-11,Wheat,2021/22,Est.,698.0,1646.0,1888.0,0.3697033898305085
2023-04-11,Wheat,2022/23,Proj.,598.0,1650.0,1875.0,0.31893333333333335
2023-05-12,Wheat,2022/23,Est.,598.0,1650.0,1875.0,0.31893333333333335
2023-05-12,Wheat,2023/24,Proj.,556.0,1659.0,1837.0,0.30266739248775176
2023-06-09,Wheat,2022/23,Est.,598.0,1650.0,1875.0,0.31893333333333335
2023-06-09,Wheat,2023/24,Proj.,562.0,1665.0,1837.0,0.30593358737071313
2023-07-12,Wheat,2022/23,Est.,580.0,1650.0,1890.0,0.30687830687830686
2023-07-12,Wheat,2023/24,Proj.,592.0,1739.0,1857.0,0.31879375336564353
2023-08-11,Wheat,2022/23,Est.,580.0,1650.0,1890.0,0.30687830687830686
2023-08-11,Wheat,2023/24,Proj.,615.0,1734.0,1829.0,0.33624931656642976
2023-09-12,Wheat,2022/23,Est.,580.0,1650.0,1890.0,0.30687830687830686
2023-09-12,Wheat,2023/24,Proj.,615.0,1734.0,1829.0,0.33624931656642976
2023-10-12,Wheat,2022/23,Est.,582.0,1650.0,1888.0,0.3082627118644068
2023-10-12,Wheat,2023/24,Proj.,670.0,1812.0,1859.0,0.36040882194728346
2023-11-09,Wheat,2022/23,Est.,582.0,1650.0,1888.0,0.3082627118644068
2023-11-09,Wheat,2023/24,Proj.,684.0,1812.0,1855.0,0.36873315363881404
2023-12-08,Wheat,2022/23,Est.,582.0,1650.0,1888.0,0.3082627118644068
2023-12-08,Wheat,2023/24,Proj.,659.0,1812.0,1880.0,0.350531914893617
2024-01-12,Wheat,2022/23,Est.,570.0,1650.0,1876.0,0.30383795309168443
2024-01-12,Wheat,2023/24,Proj.,648.0,1812.0,1879.0,0.34486428951569986
2024-02-08,Wheat,2022/23,Est.,570.0,1650.0,1876.0,0.30383795309168443
2024-02-08,Wheat,2023/24,Proj.,658.0,1812.0,1869.0,0.352059925093633
2024-03-08,Wheat,2022/23,Est.,570.0,1650.0,1876.0,0.30383795309168443
2024-03-08,Wheat,2023/24,Proj.,673.0,1812.0,1854.0,0.3629989212513484
2024-04-11,Wheat,2022/23,Est.,570.0,1650.0,1876.0,0.30383795309168443
2024-04-11,Wheat,2023/24,Proj.,698.0,1812.0,1824.0,0.3826754385964912
2024-05-10,Wheat,2023/24,Est.,688.0,1812.0,1834.0,0.3751363140676118
2024-05-10,Wheat,2024/25,Proj.,766.0,1858.0,1899.0,0.40337019483938913
2024-06-12,Wheat,2023/24,Est.,688.0,1812.0,1834.0,0.3751363140676118
2024-06-12,Wheat,2024/25,Proj.,758.0,1875.0,1924.0,0.39397089397089397
2024-07-12,Wheat,2023/24,Est.,702.0,1812.0,1818.0,0.38613861386138615
2024-07-12,Wheat,2024/25,Proj.,856.0,2008.0,1959.0,0.4369576314446146
2024-08-12,Wheat,2023/24,Est.,702.0,1812.0,1818.0,0.38613861386138615
2024-08-12,Wheat,2024/25,Proj.,828.0,1982.0,1961.0,0.422233554309026
2024-09-12,Wheat,2023/24,Est.,702.0,1812.0,1818.0,0.38613861386138615
2024-09-12,Wheat,2024/25,Proj.,828.0,1982.0,1961.0,0.422233554309026
2024-10-11,Wheat,2023/24,Est.,696.0,1804.0,1815.0,0.3834710743801653
2024-10-11,Wheat,2024/25,Proj.,812.0,1971.0,1971.0,0.4119736174530695
2024-11-08,Wheat,2023/24,Est.,696.0,1804.0,1815.0,0.3834710743801653
2024-11-08,Wheat,2024/25,Proj.,815.0,1971.0,1973.0,0.4130765331981754
2024-12-10,Wheat,2023/24,Est.,696.0,1804.0,1815.0,0.3834710743801653
2024-12-10,Wheat,2024/25,Proj.,795.0,1971.0,1998.0,0.3978978978978979
2025-01-10,Wheat,2023/24,Est.,696.0,1804.0,1815.0,0.3834710743801653
2025-01-10,Wheat,2024/25,Proj.,798.0,1971.0,2000.0,0.399
2025-02-11,Wheat,2023/24,Est.,696.0,1804.0,1815.0,0.3834710743801653
2025-02-11,Wheat,2024/25,Proj.,794.0,1971.0,2004.0,0.3962075848303393
2025-03-11,Wheat,2023/24,Est.,696.0,1804.0,1815.0,0.3834710743801653
2025-03-11,Wheat,2024/25,Proj.,819.0,1971.0,1989.0,0.4117647058823529
2025-04-10,Wheat,2023/24,Est.,696.0,1804.0,1815.0,0.3834710743801653
2025-04-10,Wheat,2024/25,Proj.,846.0,1971.0,1972.0,0.4290060851926978
2025-05-12,Wheat,2024/25,Est.,841.0,1971.0,1977.0,0.4253920080930703
2025-05-12,Wheat,2025/26,Proj.,923.0,1921.0,1959.0,0.4711587544665646
2025-06-12,Wheat,2024/25,Est.,841.0,1971.0,1977.0,0.4253920080930703
2025-06-12,Wheat,2025/26,Proj.,898.0,1921.0,1984.0,0.4526209677419355
2025-07-11,Wheat,2024/25,Est.,851.0,1971.0,1966.0,0.4328585961342828
2025-07-11,Wheat,2025/26,Proj.,890.0,1929.0,2009.0,0.44300647088103534
2025-08-12,Wheat,2024/25,Est.,851.0,1971.0,1966.0,0.4328585961342828
2025-08-12,Wheat,2025/26,Proj.,869.0,1927.0,2029.0,0.42828979793001476
2025-09-12,Wheat,2024/25,Est.,851.0,1971.0,1966.0,0.4328585961342828
2025-09-12,Wheat,2025/26,Proj.,844.0,1927.0,2054.0,0.41090555014605645
2025-11-14,Wheat,2024/25,Est.,851.0,1979.0,1974.0,0.43110435663627156
2025-11-14,Wheat,2025/26,Proj.,901.0,1985.0,2054.0,0.43865628042843235
2025-12-09,Wheat,2024/25,Est.,851.0,1979.0,1974.0,0.43110435663627156
2025-12-09,Wheat,2025/26,Proj.,901.0,1985.0,2054.0,0.43865628042843235
2026-01-12,Wheat,2024/25,Est.,855.0,1979.0,1969.0,0.4342305738953784
